Time_Index,Load_MW_z1,Load_MW_z2
1186,2099.2,2024.3
1187,1946.1,1814.9
1188,1781.3,1590.3
1189,1537.4,1285.3
1190,1583.4,1349.6
1191,1466.9,1194
1192,1439.8,1171.9
1193,1527.3,1332.8
1194,1725.6,1655.6
1195,1669.5,1577.3
1196,1732.3,1671.5
1197,1521.1,1395.8
1198,1426.6,1282.9
1199,1614,1564.1
1200,1461,1364
1201,1583,1533.9
1202,1717.5,1716.3
1203,1582.1,1532.4
1204,1285.4,1125.6
1205,1189,991.2
1206,1208.6,1010.1
1207,1272.9,1066.9
1208,1467,1257.4
1209,1543.3,1281
1210,2031,1938.4
1211,1892,1745.7
1212,1643.2,1403.9
1213,1662.4,1463
1214,1590.7,1362.5
1215,1844.9,1717
1216,1616,1417.3
1217,2021.8,2011.9
1218,2117.1,2190.3
1219,1748.8,1686.4
1220,1631,1534.9
1221,1539,1424.7
1222,1556.9,1464.7
1223,1452.7,1341.8
1224,1237.8,1054.7
1225,1298.5,1138
1226,1208.2,1009
1227,1203.5,1006.2
1228,1197.8,1001.2
1229,1200.3,1003.8
1230,1219.9,1022.7
1231,1279.7,1076.3
1232,1547.5,1368.8
1233,1901.7,1776.6
1234,2412.8,2461.9
1235,1932.9,1801.7
1236,1560.1,1292.6
1237,1484.2,1221
1238,1530,1285
1239,1499.1,1248.9
1240,1798.7,1682.3
1241,1858,1806.3
1242,1601.4,1505.8
1243,1986.6,2039.9
1244,2249.8,2414.5
1245,2004.4,2094.2
1246,1412.9,1297.4
1247,1238.2,1082
1248,1531.8,1502.6
1249,1360.8,1271.9
1250,1291.8,1179.5
1251,1201.4,1059.1
1252,1100.9,924.2
1253,1100.9,924.4
1254,1119.4,942.1
1255,1175.2,991.9
1256,1344.5,1155.5
1257,1776.7,1673.1
1258,1747.1,1612.4
1259,1665,1498
1260,1438.3,1187.5
1261,1380.9,1138.2
1262,1369.4,1123.9
1263,1437.5,1225.9
1264,1412.5,1213.8
1265,1816.5,1805.1
1266,1935.3,1999.9
1267,1898.9,1957.3
1268,1851.8,1903.4
1269,1687.5,1687.3
1270,1615.4,1593.5
1271,1556.9,1522.4
1272,1490.7,1436
1273,1381.1,1286.1
1274,1161.4,977.7
1275,1168,983.8
1276,1172.5,987
1277,1183.5,997
1278,1206.2,1018.8
1279,1246.7,1059
1280,1289.3,1098.8
1281,1324.5,1126.9
1282,1522,1384.4
1283,1443.2,1271.2
1284,1508.5,1363.8
1285,1711.3,1657.3
1286,1894.2,1920.1
1287,2020.4,2100.1
1288,1659.6,1603.8
1289,1668.3,1608.9
1290,1687.7,1621.7
1291,1797.4,1765.9
1292,1423.5,1261.7
1293,1327.6,1141.6
1294,1351.8,1171.2
1295,1308,1106.8
1296,1306.9,1105.6
1297,1316.3,1115.5
1298,1330.6,1129.5
1299,1330.4,1131.6
1300,1329.9,1131.5
1301,1332.6,1134.8
1302,1350.8,1153.2
1303,1387.3,1189.4
1304,1405.7,1207.9
1305,1406,1209.2
1306,1620.8,1506.5
1307,1715.6,1639.2
1308,1613.7,1501.3
1309,1717.1,1654.8
1310,1665.5,1594.8
1311,1726.8,1684.5
1312,1481,1343.8
1313,1735,1680.9
1314,1623.9,1503.7
1315,1774.6,1700.5
1316,1790.7,1733.5
1317,1801.2,1758.7
1318,1853.1,1825.2
1319,1486.7,1316.6
1320,1367,1153.8
1321,1371.4,1158.9
1322,1379.5,1166.6
1323,1379.2,1166.6
1324,1373.3,1160.5
1325,1374.1,1160.5
1326,1396.6,1180.8
1327,1565.7,1379.7
1328,1590.4,1339.4
1329,2011.5,1840.2
1330,2075.6,1911.9
1331,2083.5,1923.5
1332,2248.2,2159.7
1333,1908.1,1724.8
1334,1987.7,1834.9
1335,1831.8,1627.3
1336,1716.4,1487.5
1337,1818.8,1660.4
1338,2295.1,2357.4
1339,2313.2,2381.1
1340,2311.5,2392.3
1341,2115.4,2142.1
1342,2068.5,2093.8
1343,1923.9,1910.7
1344,1815.8,1770
1345,1897.4,1882.3
1346,1880.7,1855
1347,1656.1,1545.3
1348,1560.6,1414.4
1349,1559.7,1412.3
1350,1535.6,1367.3
1351,1486.8,1264.2
1352,1801.6,1621.7
1353,2372.9,2326.9
1354,2250.8,2142.7
1355,1807.3,1533.4
1356,1830.5,1572
1357,1794.5,1557.1
1358,1836.3,1616.8
1359,1669.1,1394.4
1360,1850.3,1659.5
1361,1913.2,1781.8
1362,1931.3,1848.4
1363,2266.2,2306.7
1364,1859.9,1753.6
1365,1680.4,1522.9
1366,2022.6,2010.8
1367,1977.7,1971.1
1368,1834.6,1783.7
1369,1570.3,1416.2
1370,1420.9,1202.8
1371,1412.7,1187.7
1372,1408.7,1182.6
1373,1409.5,1182.5
1374,1433.8,1203.7
1375,1504.6,1264.3
1376,1990,1857.3
1377,1986.8,1770
1378,1950,1704.5
1379,2100.8,1918.2
1380,1973.9,1748.3
1381,1899.5,1681
1382,1843.6,1606.2
1383,1866.6,1646.6
1384,1824,1601.7
1385,2165,2101.8
1386,2201.2,2189.1
1387,2357.2,2401.7
1388,2131.4,2099
1389,1906.2,1809.3
1390,1666.8,1487.6
1391,2124.4,2132.7
1392,1881.1,1809.3
1393,1418.6,1169.9
1394,1405.2,1144
1395,1404,1141.8
1396,1399.9,1136.7
1397,1398.4,1134.6
1398,1421.9,1154.6
1399,1536.8,1275.3
1400,1905.1,1704
1401,1936,1666.2
1402,2438.8,2341.2
1403,2064.1,1827.8
1404,2034.1,1792.7
1405,1755.3,1445.1
1406,1782,1487.4
1407,1849.5,1589.6
1408,1685.5,1382.4
1409,1782.9,1550.6
1410,1880.3,1726.2
1411,2059.8,1976.5
1412,2058.6,1986.2
1413,2089,2049.2
1414,1861.8,1751.4
1415,1674.7,1515.4
1416,1411.1,1167.5
1417,1430.1,1193.9
1418,1380.2,1123.3
1419,1375.7,1121.3
1420,1368.7,1116.4
1421,1372.1,1120.4
1422,1394.8,1142.1
1423,1463.5,1202.9
1424,1762.2,1546.7
1425,2104,1941.8
1426,2270.9,2159.8
1427,1819.2,1543.2
1428,1742.6,1448.6
1429,1974.3,1806.5
1430,1786.9,1561.5
1431,1745.3,1525.1
1432,1734.1,1537.7
1433,1623.3,1417.3
1434,1646.4,1479.4
1435,1809.8,1713.3
1436,2255.6,2345.8
1437,2516.1,2724.8
1438,2227.4,2336.3
1439,2079.2,2145.6
1440,1932.1,1953.5
1441,1850.2,1842.4
1442,1631.5,1539.5
1443,1564.6,1448.5
1444,1407.9,1238.1
1445,1360.4,1175.8
1446,1255.3,1027.6
1447,1281.4,1053.1
1448,1307.5,1078.3
1449,1329.3,1094.3
1450,1437.8,1236.5
1451,1379.7,1160.2
1452,1295.7,1056
1453,1485,1338.9
1454,1395.5,1231.2
1455,1497.5,1384.4
1456,1376.8,1222.8
1457,1436.8,1303.7
1458,1574.7,1484.8
1459,1434.6,1292.9
1460,1362.9,1209.8
1461,1321,1169.2
1462,1165.5,955.9
1463,1194.7,999.6
1464,1370.9,1248.8
1465,1314.4,1173.6
1466,1320.2,1179.3
1467,1387.2,1275.8
1468,1320,1186.9
1469,1224.5,1057.7
1470,1135.6,932.7
1471,1157.7,954.6
1472,1293.4,1142.9
1473,1387.1,1274.6
1474,1330.9,1196.8
1475,1426.4,1330.1
1476,1268,1113.5
1477,1258,1108.6
1478,1400,1312.4
1479,1394.9,1309.8
1480,1269.5,1136
1481,1372.9,1273.1
1482,1731.4,1753.5
1483,1849.7,1907.8
1484,1780.4,1816.9
1485,1598.6,1573.7
1486,1280,1130.8
1487,1267,1113
1488,1245.6,1086.4
1489,1164.9,979.4
1490,1133.1,934.9
1491,1071.5,850.8
1492,1065.2,843.1
1493,1064.9,841.1
1494,1081.2,854
1495,1179.2,958.6
1496,1435.2,1241.1
1497,1690.7,1515.1
1498,1960,1866.4
1499,1678.6,1474.5
1500,1671.7,1467.8
1501,1439.4,1179.3
1502,1426.4,1159.1
1503,1519.9,1294.1
1504,1516.8,1306.7
1505,1522.5,1353.8
1506,1504.6,1382
1507,1591,1506.6
1508,1354.1,1183.5
1509,1298,1125.2
1510,1317,1169.5
1511,1613.9,1598.9
1512,1383.1,1291
1513,1066.7,857.6
1514,1148.4,967.8
1515,1240,1096.4
1516,1242.4,1100.7
1517,1247.8,1107.8
1518,1270,1129.9
1519,1417.7,1304.2
1520,1575.4,1451.4
1521,1650.2,1471.3
1522,1597.3,1379.6
1523,1641.8,1438.7
1524,1460,1189
1525,1441.7,1191.4
1526,1930.4,1858.6
1527,1824.6,1717.3
1528,1784,1679.5
1529,1784.5,1722.5
1530,1944.3,1993.6
1531,2365.6,2579.1
1532,1802.4,1797.5
1533,1559,1475.3
1534,1333.9,1180.4
1535,1539.7,1482.5
1536,1311.1,1175.6
1537,1437.4,1351.7
1538,1487.9,1417.7
1539,1369.9,1251
1540,1323.2,1185.6
1541,1326.1,1187.1
1542,1324.6,1174.5
1543,1248.4,1036.6
1544,1406,1181.8
1545,1629.3,1403.1
1546,1724.5,1511.5
1547,1674.4,1441.5
1548,1749.9,1547.1
1549,1914.8,1804.2
1550,2478.6,2580
1551,2135.4,2112.3
1552,1729.8,1566.6
1553,1570.6,1381.3
1554,1489.3,1316.3
1555,1924.2,1915.4
1556,1675.1,1567.5
1557,1584.4,1459.2
1558,1425.5,1250
1559,1361,1181.2
1560,1684,1641.1
1561,1382.1,1227.3
1562,1379.4,1215.8
1563,1254.9,1044.3
1564,1206.9,976.6
1565,1209.7,978.8
1566,1234.2,1000.3
1567,1300.4,1057.2
1568,1473.4,1222.3
1569,1709.7,1464.7
1570,1740.5,1484.2
1571,1640.2,1343.1
1572,1778.5,1534.2
1573,1733.5,1502.2
1574,1704.1,1460
1575,1704.1,1464.4
1576,1631.7,1381.1
1577,1664,1456.7
1578,1891.9,1815.7
1579,1833.2,1738.3
1580,1684.8,1530.6
1581,1632.7,1471.1
1582,1623.9,1470.7
1583,1652.6,1533.1
1584,1549.9,1403.8
1585,1425.6,1228.2
1586,1302.6,1052.2
1587,1304.9,1054.7
1588,1305.1,1055
1589,1315.3,1064.2
1590,1343.7,1090.1
1591,1417.6,1154.2
1592,1602.1,1337.2
1593,1768.8,1484.8
1594,1978.7,1758.7
1595,1973.2,1753.2
1596,2217.3,2098.9
1597,2147.9,2038.5
1598,1823.9,1604.2
1599,1906,1733.1
1600,1746.8,1537.5
1601,1964,1863.9
1602,2105.2,2086.7
1603,1831.8,1716.7
1604,1920.5,1848.2
1605,1871.2,1797.3
1606,1917,1869.7
1607,1654.7,1518.6
1608,1511.3,1330.8
1609,1413.7,1193.9
1610,1690.8,1570.4
1611,1552.2,1377.9
1612,1537.5,1360.8
1613,1385.5,1151.7
1614,1391,1152.8
1615,1431.6,1192.5
1616,1598.7,1409.4
1617,1732.6,1573.1
1618,1571.1,1340.1
1619,1502.3,1248.3
1620,1652.3,1466.3
1621,1618.2,1443.6
1622,1440.4,1218.6
1623,1354.8,1115.6
1624,1532.4,1365.4
1625,1864.8,1815.7
1626,1607.4,1441.2
1627,1731.2,1611.2
1628,1593.7,1437.3
1629,1502.8,1329.8
1630,1395.4,1178.6
1631,1589.9,1446.7
1632,1916.9,1903
1633,1917.1,1901.2
1634,1589.7,1444.3
1635,1540.8,1377.4
1636,1531.7,1366.6
1637,1442.5,1243.5
1638,1370.8,1140.4
1639,1401.1,1169
1640,1412.7,1179
1641,1473.6,1261.7
1642,1413.7,1180.2
1643,1388.1,1157.4
1644,1354.5,1125.6
1645,1502.1,1341.3
1646,1493.8,1342.7
1647,1397.8,1222.4
1648,1670.2,1601.3
1649,2034,2092
1650,1824,1779.3
1651,2075.4,2115.5
1652,2255.5,2375.9
1653,2117.3,2199.6
1654,2087.7,2157.5
1655,1584.1,1464.2
1656,1597,1485
1657,1602.2,1490.5
1658,1491.1,1330.2
1659,1490.8,1329.8
1660,1465.6,1296.7
1661,1325.2,1101.7
1662,1336.4,1105.4
1663,1403.3,1162.4
1664,1565.5,1314.9
1665,1933,1742.1
1666,2114.6,1974.4
1667,2518.7,2534.8
1668,2170.3,2063.2
1669,1818.9,1619
1670,1825.5,1631.4
1671,1875.7,1708.6
1672,1507.8,1222.8
1673,1764.4,1614.2
1674,2309.7,2415.9
1675,1933.9,1904
1676,1865.1,1807.1
1677,1523.1,1355
1678,1544.9,1404.8
1679,1551.2,1431.2
1680,1534.4,1419.7
1681,1320.7,1126.6
1682,1274.5,1059.9
1683,1270.9,1058.4
1684,1266.6,1054.7
1685,1268.1,1056.9
1686,1289.4,1077.5
1687,1353.4,1134.9
1688,1475.9,1235.9
1689,1739.7,1518.3
1690,2172,2099
1691,2337.4,2329.9
1692,1926.6,1769.1
1693,1584.7,1328
1694,1593.8,1337.1
1695,1704.6,1497.6
1696,1656.2,1452.1
1697,1732.5,1598
1698,1655.1,1538.2
1699,2159.7,2241.8
1700,1794,1728
1701,1464,1289.8
1702,1713.3,1653.4
1703,1878.7,1901.9
1704,1794.8,1797.7
1705,1689.2,1657.4
1706,1469,1352.1
1707,1409.1,1272.2
1708,1380.4,1234.7
1709,1243.8,1045.3
1710,1252.4,1046.8
1711,1314.4,1101.6
1712,1568.1,1382.3
1713,2065.2,1986.2
1714,2207.4,2161.6
1715,2057.3,1950.9
1716,1774.8,1565.4
1717,1822.2,1663.5
1718,1886.5,1754.6
1719,1534.2,1276.1
1720,1463,1192.4
1721,1662,1502.6
1722,1798.7,1740.6
1723,1785,1729.4
1724,2087.9,2139
1725,1699.6,1622.4
1726,1494.8,1360
1727,1567.5,1488.1
1728,1552.9,1483.2
1729,1223.6,1031.5
1730,1172.8,960.4
1731,1160.7,950.1
1732,1152.1,941.9
1733,1150.6,939.8
1734,1165.3,953.1
1735,1221,1000.9
1736,1387.8,1159.6
1737,1697.4,1504.3
1738,2101.7,2042.9
1739,2004.5,1909
1740,1794.1,1624.2
1741,1573.2,1352.6
1742,1748,1599.9
1743,1447.8,1192
1744,1713.2,1577
1745,1542.8,1382.1
1746,1527.9,1417.4
1747,1421.6,1282.7
1748,1417.6,1271.8
1749,1636.9,1589.8
1750,1745,1759.2
1751,1292.4,1167.5
1752,1317.6,1220.4
1753,1351,1271.9
1754,1199.7,1065.5
1755,1140.7,988.6
1756,1010.4,814.1
1757,1007.4,811.8
1758,1020,823.8
1759,1067.9,865.9
1760,1174.1,952.2
1761,1426,1224.9
1762,1947.3,1929.3
1763,1740,1643.6
1764,1477.2,1284.3
1765,1424.9,1245.2
1766,1523.6,1385.9
1767,1218,971.2
1768,1250.8,1041.1
1769,1398.5,1281.1
1770,1294.6,1178.5
1771,1138.8,978
1772,1198.9,1055.9
1773,1618.2,1647
1774,1689,1759.6
1775,1343.2,1301.6
1776,1271.5,1219
1777,1120,1022.6
1778,1074.2,960.8
1779,1066,954
1780,1054.7,940.7
1781,969.1,820.7
1782,891.6,713.1
1783,905.2,727.7
1784,920.7,744.3
1785,954.1,769.1
1786,1175.8,1060.6
1787,1122,981.4
1788,1071.9,912.2
1789,1289.7,1225.6
1790,1080.2,945.4
1791,1085.9,958.2
1792,1165.6,1072.2
1793,1386.7,1380.9
1794,1510.5,1550.8
1795,1464.2,1487
1796,1367.2,1352.4
1797,951.2,782.8
1798,896.5,707.2
1799,994.1,843.7
1800,1255.9,1206.8
1801,1228.5,1169.6
1802,1079.1,958.9
1803,1101.8,991.2
1804,1097,981.4
1805,1088.3,968
1806,1092.8,971.3
1807,982.9,814.7
1808,1032.1,877.8
1809,1133.3,1012.1
1810,1148.6,1024.3
1811,1112.7,975.8
1812,1144.4,1020.9
1813,1014,843.5
1814,950.7,759.2
1815,1041.5,889.2
1816,1264.5,1194.1
1817,1303,1235.2
1818,1582.9,1604
1819,1458.8,1424.9
1820,1408,1354.3
1821,1909.9,2056.6
1822,1645.1,1691.9
1823,1417.1,1376.2
1824,1244.9,1138.1
1825,1029.4,836.5
1826,1048.9,853.6
1827,1055.5,860.2
1828,1060.7,864.2
1829,1071.3,873.6
1830,1093.9,894.3
1831,1152,944.2
1832,1404.6,1219.8
1833,1694.8,1533.8
1834,1716.8,1538.1
1835,1613.5,1395
1836,1634.4,1426
1837,1619.3,1437.3
1838,1613.8,1424.3
1839,1463,1217.8
1840,1522.2,1316.9
1841,1467,1278
1842,1519.9,1405.8
1843,2277.8,2460.4
1844,1952.7,1992.3
1845,1410.8,1255.4
1846,1509.7,1411.7
1847,1512.1,1434.4
1848,1213.5,1033.2
1849,1199.2,1014.2
1850,1103,877.1
1851,1098.3,871.6
1852,1093.7,865.4
1853,1095.2,864.8
1854,1111,877.1
1855,1163.8,920.6
1856,1279.4,1011.6
1857,2108.6,2072.7
1858,2004.6,1908.2
1859,1885.2,1743
1860,1766.4,1584.1
1861,1464,1201.7
1862,1484.7,1226.6
1863,1514.4,1273.1
1864,1413.6,1152.9
1865,1417.7,1198.2
1866,1631.7,1544.1
1867,1866.9,1881.8
1868,2091.6,2171.3
1869,2111.9,2211.2
1870,1645.1,1590.2
1871,1158.1,947.3
1872,1033.7,791.7
1873,1027.2,784.1
1874,1029.5,786.4
1875,1027.4,785.3
1876,1021.1,780
1877,1021.6,781
1878,1035.9,793.5
1879,1080.5,831.5
1880,1283.5,1044.9
1881,1826.1,1712.7
1882,1734.5,1566.4
1883,1901.1,1794.5
1884,2133.5,2119.1
1885,1481.1,1252.5
1886,1547.4,1344.1
1887,1843.3,1758.5
1888,1451.7,1235.6
1889,1486.5,1325.4
1890,2017.6,2118.8
1891,1875.5,1937.9
1892,1151.5,921.7
1893,1188.2,986
1894,1286.4,1143.8
1895,1330.3,1234.4
1896,957.1,736
1897,1037.3,852.9
1898,982.1,776.2
1899,987,788.5
1900,924.3,705.3
1901,924.5,706.4
1902,939.9,720.5
1903,985.5,759.2
1904,1149.9,917.6
1905,1473.6,1282
1906,1564.3,1385.8
1907,1696.8,1566.5
1908,1293.5,1014.4
1909,1216.4,938.1
1910,1213.1,934
1911,1422.4,1229
1912,1433.3,1260.4
1913,1345.2,1181.2
1914,1391.4,1304.3
1915,1820.8,1909.9
1916,1612.1,1603.6
1917,1470.8,1418.6
1918,1247.1,1132.6
1919,1515.6,1531.7
1920,1610.7,1679.4
1921,1192.5,1108.6
1922,1005.9,849.5
1923,974.5,808.1
1924,918.6,732
1925,924.2,739
1926,943.6,757.9
1927,993.7,803.1
1928,1104.9,895.4
1929,1812.9,1791.5
1930,2120.1,2190.2
1931,1758.5,1686.6
1932,1456.6,1271
1933,1541.7,1421
1934,1570.2,1456.7
1935,1470,1322.9
1936,1446.9,1316.2
1937,1320,1176
1938,1464.7,1410.8
1939,1372.5,1296
1940,1343.9,1245.2
1941,1409.3,1342.4
1942,1531,1521.2
1943,1218.8,1105.4
1944,1163.5,1043
1945,1047.1,891.4
1946,984.1,801.6
1947,984.4,802.3
1948,985.1,802.4
1949,992.6,808.5
1950,1005,820.8
1951,1024.6,841.6
1952,1052.7,868.4
1953,1099.5,904.5
1954,1124.3,921.3
1955,1129.9,922.2
1956,1116.5,907.8
1957,1165.6,994.3
1958,1282.2,1162.3
1959,1365.5,1285.3
1960,1385.9,1315.1
1961,1718.9,1771.8
1962,1524.9,1497.2
1963,1348.7,1255.7
1964,1240.8,1107.7
1965,1203.4,1062.5
1966,1067.5,873.9
1967,1058.6,861.1
1968,1157.9,998.8
1969,1067.1,871.6
1970,1124.1,943.2
1971,1259,1130
1972,1262.7,1133.5
1973,1262.7,1133.6
1974,1190.2,1027.8
1975,1122.1,927.2
1976,1132.9,937.5
1977,1185.5,1006
1978,1342.1,1216.1
1979,1472.8,1396.1
1980,1198.7,1017.6
1981,1319.1,1189.2
1982,1285.6,1148.9
1983,1209.2,1050.3
1984,1477.1,1416.3
1985,1410.7,1306.8
1986,1656.3,1619.2
1987,1476.3,1364.5
1988,1451.2,1333.7
1989,1705.1,1700.9
1990,1771.7,1792
1991,1643.8,1611.8
1992,1219,1025.1
1993,1180,963.5
1994,1200,979.9
1995,1201.9,981.1
1996,1204.2,981.9
1997,1212.7,988.3
1998,1232.3,1005.4
1999,1283.8,1046.8
2000,1403.7,1141.8
2001,1934.6,1791.1
2002,2130.6,2039.6
2003,2055.4,1939.6
2004,1778.9,1564.1
2005,1762,1571.6
2006,1953.7,1833.2
2007,1944.4,1827.1
2008,1852.5,1715.1
2009,1884.7,1794.7
2010,2027.4,2041.6
2011,2118.6,2182.6
2012,2050.2,2068.2
2013,1474.1,1287.5
2014,1531.1,1387
2015,1215.2,973.6
2016,1190.4,952.5
2017,1189.7,952.3
2018,1328.4,1140.8
2019,1246.7,1030.8
2020,1183.3,947.1
2021,1184.5,948.3
2022,1200.4,963.4
2023,1255.4,1011.7
2024,1367.7,1099.2
2025,1497.7,1198.9
2026,1613.1,1339.6
2027,1567.3,1280.6
2028,1714.1,1490
2029,1627.2,1407.8
2030,1620.5,1397.7
2031,1618.8,1404
2032,1557.1,1337.4
2033,1528.6,1336.6
2034,1682.7,1599.4
2035,2198.7,2329.7
2036,2528.7,2762.7
2037,2552,2802.4
2038,1939.9,1979.9
2039,1596,1531.8
2040,1177.8,972.1
2041,1114.4,886.1
2042,1251,1073.1
2043,1265.7,1090.9
2044,1114.1,887.3
2045,1116.5,890.2
2046,1131.6,904.9
2047,1178.7,948
2048,1297.6,1041.9
2049,1610.7,1390.4
2050,1777.9,1599.1
2051,1817.9,1654.7
2052,1752,1568.5
2053,1527.7,1293.1
2054,1382.5,1092.1
2055,1589.4,1381.6
2056,1657.9,1495.6
2057,1709.6,1609
2058,1740.9,1712.8
2059,1667.2,1630.8
2060,1863.8,1884.1
2061,1720.7,1699.7
2062,1644.4,1614.3
2063,2047.3,2200.2
2064,1480.4,1434
2065,1272.1,1150.9
2066,1271.3,1145.7
2067,1404.7,1330.4
2068,1358.6,1270.1
2069,1169.9,1009.4
2070,1069,860.7
2071,1203.1,1024.8
2072,1284.7,1070.7
2073,1361.3,1095.7
2074,1480.2,1239.8
2075,1486.5,1248.3
2076,1372.8,1096.8
2077,1362.7,1112.6
2078,1376.7,1127.4
2079,1299.2,1030
2080,1318.4,1071.3
2081,1276.8,1051.2
2082,1335.2,1184.1
2083,1703.6,1709
2084,1961.5,2041.3
2085,1790.8,1812.3
2086,1709,1719.8
2087,1412.6,1339
2088,1501.2,1478.1
2089,1383.7,1319.8
2090,1305.1,1206.9
2091,1219.5,1091
2092,1209.7,1077.5
2093,1093.7,914.5
2094,1068.5,871.4
2095,1118.9,917.6
2096,1283.2,1081.4
2097,1493.2,1289.1
2098,1416.5,1155
2099,1490.8,1253.5
2100,1557.8,1354.3
2101,1509.7,1326.6
2102,1685.2,1565.3
2103,1502.7,1320.8
2104,1406,1217.7
2105,1176.2,939.1
2106,1283.3,1123.9
2107,1404.8,1308.3
2108,1648.4,1633.1
2109,1455,1373.5
2110,1305.3,1177.3
2111,1174.8,1012.3
2112,1160.6,1005.5
2113,1094.6,921
2114,1232.4,1108.7
2115,1451.5,1411.5
2116,1419.8,1369.2
2117,1218.1,1092.8
2118,1178.8,1036.6
2119,1029,827.8
2120,1084.1,890.3
2121,1397.5,1293.6
2122,1368,1236
2123,1117.1,883.7
2124,1146.6,937.7
2125,1063.8,852.2
2126,1099.6,914.9
2127,1197.6,1064.6
2128,972.3,759.9
2129,1168.6,1029.3
2130,1338.5,1264.2
2131,1257.5,1161.9
2132,1223,1117.5
2133,1279.7,1208.4
2134,1110.1,978.9
2135,1082.7,947.1
2136,1029.9,879.8
2137,931.4,746.5
2138,939.4,756.4
2139,937.9,757.2
2140,932.9,754.7
2141,933.4,756.9
2142,939.9,765.3
2143,944.6,773.6
2144,992.5,840.6
2145,1183.2,1099.6
2146,1198.7,1121.7
2147,1482.2,1516
2148,1124.9,1026.1
2149,1294.5,1264.9
2150,1481.8,1534.4
2151,1336.1,1342.6
2152,1464.8,1526.2
2153,1435.8,1487.6
2154,1697.6,1844.8
2155,1837.4,2036.8
2156,1412,1448.7
2157,1264.8,1247
2158,1157.6,1102.8
2159,926.4,783.2
2160,1035.3,938.4
2161,1046.5,947.9
2162,929.1,782.5
2163,879.9,711.2
2164,881.2,711
2165,896.6,721.9
2166,933.6,751.6
2167,1045.8,837.8
2168,1454.7,1314.9
2169,1476.3,1313.4
2170,1404.2,1199.8
2171,1259.6,1000.1
2172,1262.5,1033.9
2173,1210.6,955.5
2174,1202.1,944.9
2175,1323.6,1132.2
2176,1349.9,1217
2177,1713,1782.2
2178,1402.9,1375.4
2179,1511.7,1522.4
2180,1634.8,1671.1
2181,1452.9,1431
2182,1141.5,1025.3
2183,1115.2,996.1
2184,1161.8,1068.1
2185,940,756.2
2186,930.8,743.8
2187,933.9,746.7
2188,938.8,751.4
2189,955.6,765.2
2190,1043.3,863.3
2191,1269.5,1101.8
2192,1685,1585.5
2193,1577.2,1414.8
2194,1625.5,1476.7
2195,1511.7,1324.6
2196,1266.4,1018.5
2197,1639.2,1524.6
2198,1336,1106.5
2199,1220.2,963.7
2200,1329.1,1161.2
2201,1221.2,1074.5
2202,1564.4,1565
2203,1738.5,1799.7
2204,1505,1456.8
2205,1289.2,1176.9
2206,1423.4,1395.4
2207,1073.1,926
2208,931.8,738.2
2209,1076.4,933.2
2210,1013,838.1
2211,952.5,756.7
2212,951.2,754.2
2213,957,758.3
2214,1082.4,910.9
2215,1483.3,1392.7
2216,1563.8,1416.5
2217,1355,1103.4
2218,1457.8,1236.1
2219,1354.8,1099
2220,1374.5,1156.8
2221,1533.8,1372.1
2222,1412.3,1211.5
2223,1206.2,943.7
2224,1435.2,1306.4
2225,1407.5,1330.7
2226,1801.2,1888.9
2227,1688.7,1730.7
2228,1608.9,1603.1
2229,1539.9,1519.7
2230,1465.9,1450.1
2231,1438.4,1426.3
2232,1400.1,1380.2
2233,1341.8,1301.6
2234,1191.1,1096.5
2235,918,719.8
2236,916.9,719.3
2237,924.8,726.3
2238,1010.9,822.7
2239,1231.6,1059.5
2240,1493.4,1335.6
2241,1614.6,1478.6
2242,1393.1,1164.8
2243,1586.1,1429.4
2244,1260.4,1003.6
2245,1241.3,970.2
2246,1363,1141
2247,1258.5,1019.5
2248,1153.2,921.7
2249,1382.8,1303.5
2250,1536.6,1535.4
2251,1750.4,1825.1
2252,1533.1,1504.9
2253,1164.3,1006.3
2254,1223.5,1117.5
2255,1268.4,1195.1
2256,1256.4,1188
2257,1182,1081.6
2258,1040.9,884.5
2259,915.9,709.1
2260,919.1,710.7
2261,930.2,719.1
2262,967.8,749.7
2263,1122.3,899.7
2264,1434.5,1254.2
2265,1650.9,1529.2
2266,1741.8,1649.1
2267,1440.6,1237.6
2268,1207.6,945.7
2269,1168,896.5
2270,1230.1,994.4
2271,1445,1319.2
2272,1174.8,987.3
2273,1172.7,1025
2274,1156.9,1014.7
2275,1162.5,1023.3
2276,1700.9,1754
2277,1565.9,1577.2
2278,1095.1,947.2
2279,1198.3,1098.8
2280,1187.2,1095.9
2281,1102.1,974.9
2282,1015.8,855
2283,871.9,656.4
2284,871.5,655.4
2285,864.8,649.9
2286,867.1,652.9
2287,974,792.9
2288,1097.8,940.7
2289,1120.4,959.2
2290,1176.4,1033.9
2291,1250.1,1142.1
2292,1182.1,1061.4
2293,1146.4,1024.2
2294,1144.9,1031.9
2295,1206,1126.9
2296,888.4,697.4
2297,984.3,837
2298,1003.8,866.4
2299,941.9,784.9
2300,855.1,669.5
2301,864.4,685.2
2302,953.9,814.7
2303,905.7,749.2
2304,1108.6,1038.8
2305,972.1,849.7
2306,749.4,545.1
2307,721,514.2
2308,709,503.7
2309,700.1,496
2310,691.2,488.4
2311,676,477
2312,669.1,470.9
2313,672.9,474.6
2314,670.3,471.4
2315,663.5,465.2
2316,782.4,636.1
2317,691.4,518.4
2318,721.6,567.5
2319,822,714.5
2320,1044.4,1029.6
2321,1143.8,1174
2322,950.3,912.7
