Time_Index,GT_1,CCGT_1,Coal_pp_1,Biomass_1,GBPV_1,RoofPV_1,Onshore_WT_1,Fuel_Cell_1,GT_2,CCGT_2,Coal_pp_2,Biomass_2,GBPV_2,RoofPV_2,Onshore_WT_2,Fuel_Cell_2,GT_3,CCGT_3,Coal_pp_3,Biomass_3,GBPV_3,RoofPV_3,Onshore_WT_3,Fuel_Cell_3
2619,0.92,0.95,0.88,0.82,0,0,0.082,1,0.92,0.95,0.88,0.82,0,0,0.055,1,0.92,0.95,0.88,0.82,0,0,0.046,1
2620,0.92,0.95,0.88,0.82,0,0,0.074,1,0.92,0.95,0.88,0.82,0,0,0.05,1,0.92,0.95,0.88,0.82,0,0,0.053,1
2621,0.92,0.95,0.88,0.82,0,0,0.056,1,0.92,0.95,0.88,0.82,0,0,0.058,1,0.92,0.95,0.88,0.82,0,0,0.054,1
2622,0.92,0.95,0.88,0.82,0.00278,0.00278,0.035,1,0.92,0.95,0.88,0.82,0.00327,0.00327,0.081,1,0.92,0.95,0.88,0.82,0.00461,0.00461,0.044,1
2623,0.92,0.95,0.88,0.82,0.05454,0.05454,0.035,1,0.92,0.95,0.88,0.82,0.05572,0.05572,0.117,1,0.92,0.95,0.88,0.82,0.07982,0.07982,0.057,1
2624,0.92,0.95,0.88,0.82,0.27812,0.27812,0.046,1,0.92,0.95,0.88,0.82,0.09958,0.09958,0.171,1,0.92,0.95,0.88,0.82,0.17794,0.17794,0.095,1
2625,0.92,0.95,0.88,0.82,0.34853,0.34853,0.072,1,0.92,0.95,0.88,0.82,0.21551,0.21551,0.266,1,0.92,0.95,0.88,0.82,0.21659,0.21659,0.157,1
2626,0.92,0.95,0.88,0.82,0.38654,0.38654,0.092,1,0.92,0.95,0.88,0.82,0.24957,0.24957,0.407,1,0.92,0.95,0.88,0.82,0.22661,0.22661,0.221,1
2627,0.92,0.95,0.88,0.82,0.26352,0.26352,0.139,1,0.92,0.95,0.88,0.82,0.34103,0.34103,0.562,1,0.92,0.95,0.88,0.82,0.42693,0.42693,0.314,1
2628,0.92,0.95,0.88,0.82,0.46105,0.46105,0.193,1,0.92,0.95,0.88,0.82,0.31768,0.31768,0.715,1,0.92,0.95,0.88,0.82,0.33169,0.33169,0.439,1
2629,0.92,0.95,0.88,0.82,0.33449,0.33449,0.286,1,0.92,0.95,0.88,0.82,0.19716,0.19716,0.811,1,0.92,0.95,0.88,0.82,0.33608,0.33608,0.563,1
2630,0.92,0.95,0.88,0.82,0.24051,0.24051,0.404,1,0.92,0.95,0.88,0.82,0.14201,0.14201,0.86,1,0.92,0.95,0.88,0.82,0.18472,0.18472,0.64,1
2631,0.92,0.95,0.88,0.82,0.16699,0.16699,0.5,1,0.92,0.95,0.88,0.82,0.11498,0.11498,0.875,1,0.92,0.95,0.88,0.82,0.16115,0.16115,0.647,1
2632,0.92,0.95,0.88,0.82,0.11316,0.11316,0.504,1,0.92,0.95,0.88,0.82,0.08057,0.08057,0.849,1,0.92,0.95,0.88,0.82,0.10246,0.10246,0.557,1
2633,0.92,0.95,0.88,0.82,0.0563,0.0563,0.541,1,0.92,0.95,0.88,0.82,0.0422,0.0422,0.764,1,0.92,0.95,0.88,0.82,0.05866,0.05866,0.487,1
2634,0.92,0.95,0.88,0.82,0.02373,0.02373,0.526,1,0.92,0.95,0.88,0.82,0.01793,0.01793,0.599,1,0.92,0.95,0.88,0.82,0.01144,0.01144,0.433,1
2635,0.92,0.95,0.88,0.82,0.00317,0.00317,0.391,1,0.92,0.95,0.88,0.82,0.01225,0.01225,0.52,1,0.92,0.95,0.88,0.82,0.00289,0.00289,0.324,1
2636,0.92,0.95,0.88,0.82,0,0,0.279,1,0.92,0.95,0.88,0.82,0,0,0.509,1,0.92,0.95,0.88,0.82,0,0,0.279,1
2637,0.92,0.95,0.88,0.82,0,0,0.259,1,0.92,0.95,0.88,0.82,0,0,0.555,1,0.92,0.95,0.88,0.82,0,0,0.277,1
2638,0.92,0.95,0.88,0.82,0,0,0.457,1,0.92,0.95,0.88,0.82,0,0,0.65,1,0.92,0.95,0.88,0.82,0,0,0.328,1
2639,0.92,0.95,0.88,0.82,0,0,0.607,1,0.92,0.95,0.88,0.82,0,0,0.708,1,0.92,0.95,0.88,0.82,0,0,0.347,1
2640,0.92,0.95,0.88,0.82,0,0,0.661,1,0.92,0.95,0.88,0.82,0,0,0.695,1,0.92,0.95,0.88,0.82,0,0,0.311,1
2641,0.92,0.95,0.88,0.82,0,0,0.666,1,0.92,0.95,0.88,0.82,0,0,0.643,1,0.92,0.95,0.88,0.82,0,0,0.285,1
2642,0.92,0.95,0.88,0.82,0,0,0.628,1,0.92,0.95,0.88,0.82,0,0,0.567,1,0.92,0.95,0.88,0.82,0,0,0.253,1
2643,0.92,0.95,0.88,0.82,0,0,0.555,1,0.92,0.95,0.88,0.82,0,0,0.468,1,0.92,0.95,0.88,0.82,0,0,0.225,1
2644,0.92,0.95,0.88,0.82,0,0,0.437,1,0.92,0.95,0.88,0.82,0,0,0.353,1,0.92,0.95,0.88,0.82,0,0,0.185,1
2645,0.92,0.95,0.88,0.82,0,0,0.29,1,0.92,0.95,0.88,0.82,0,0,0.28,1,0.92,0.95,0.88,0.82,0,0,0.17,1
2646,0.92,0.95,0.88,0.82,0.00689,0.00689,0.226,1,0.92,0.95,0.88,0.82,0.00299,0.00299,0.244,1,0.92,0.95,0.88,0.82,0.00483,0.00483,0.163,1
2647,0.92,0.95,0.88,0.82,0.06554,0.06554,0.194,1,0.92,0.95,0.88,0.82,0.073,0.073,0.203,1,0.92,0.95,0.88,0.82,0.06583,0.06583,0.141,1
2648,0.92,0.95,0.88,0.82,0.21975,0.21975,0.183,1,0.92,0.95,0.88,0.82,0.19569,0.19569,0.219,1,0.92,0.95,0.88,0.82,0.21675,0.21675,0.163,1
2649,0.92,0.95,0.88,0.82,0.50062,0.50062,0.234,1,0.92,0.95,0.88,0.82,0.41265,0.41265,0.309,1,0.92,0.95,0.88,0.82,0.41737,0.41737,0.201,1
2650,0.92,0.95,0.88,0.82,0.55288,0.55288,0.295,1,0.92,0.95,0.88,0.82,0.52856,0.52856,0.386,1,0.92,0.95,0.88,0.82,0.62734,0.62734,0.274,1
2651,0.92,0.95,0.88,0.82,0.7669,0.7669,0.3,1,0.92,0.95,0.88,0.82,0.65797,0.65797,0.415,1,0.92,0.95,0.88,0.82,0.7029,0.7029,0.34,1
2652,0.92,0.95,0.88,0.82,0.68971,0.68971,0.27,1,0.92,0.95,0.88,0.82,0.47866,0.47866,0.423,1,0.92,0.95,0.88,0.82,0.51507,0.51507,0.343,1
2653,0.92,0.95,0.88,0.82,0.47809,0.47809,0.239,1,0.92,0.95,0.88,0.82,0.41616,0.41616,0.437,1,0.92,0.95,0.88,0.82,0.33674,0.33674,0.418,1
2654,0.92,0.95,0.88,0.82,0.40145,0.40145,0.208,1,0.92,0.95,0.88,0.82,0.23949,0.23949,0.523,1,0.92,0.95,0.88,0.82,0.25364,0.25364,0.491,1
2655,0.92,0.95,0.88,0.82,0.12365,0.12365,0.261,1,0.92,0.95,0.88,0.82,0.15862,0.15862,0.646,1,0.92,0.95,0.88,0.82,0.19145,0.19145,0.589,1
2656,0.92,0.95,0.88,0.82,0.0907,0.0907,0.474,1,0.92,0.95,0.88,0.82,0.07864,0.07864,0.761,1,0.92,0.95,0.88,0.82,0.09821,0.09821,0.646,1
2657,0.92,0.95,0.88,0.82,0.04072,0.04072,0.717,1,0.92,0.95,0.88,0.82,0.06408,0.06408,0.839,1,0.92,0.95,0.88,0.82,0.04838,0.04838,0.669,1
2658,0.92,0.95,0.88,0.82,0.0289,0.0289,0.771,1,0.92,0.95,0.88,0.82,0.02744,0.02744,0.856,1,0.92,0.95,0.88,0.82,0.02048,0.02048,0.681,1
2659,0.92,0.95,0.88,0.82,0.00667,0.00667,0.774,1,0.92,0.95,0.88,0.82,0.0144,0.0144,0.858,1,0.92,0.95,0.88,0.82,0.01055,0.01055,0.559,1
2660,0.92,0.95,0.88,0.82,0,0,0.765,1,0.92,0.95,0.88,0.82,0,0,0.873,1,0.92,0.95,0.88,0.82,0,0,0.592,1
2661,0.92,0.95,0.88,0.82,0,0,0.811,1,0.92,0.95,0.88,0.82,0,0,0.855,1,0.92,0.95,0.88,0.82,0,0,0.572,1
2662,0.92,0.95,0.88,0.82,0,0,0.7,1,0.92,0.95,0.88,0.82,0,0,0.845,1,0.92,0.95,0.88,0.82,0,0,0.528,1
2663,0.92,0.95,0.88,0.82,0,0,0.676,1,0.92,0.95,0.88,0.82,0,0,0.847,1,0.92,0.95,0.88,0.82,0,0,0.515,1
2664,0.92,0.95,0.88,0.82,0,0,0.684,1,0.92,0.95,0.88,0.82,0,0,0.859,1,0.92,0.95,0.88,0.82,0,0,0.54,1
2665,0.92,0.95,0.88,0.82,0,0,0.698,1,0.92,0.95,0.88,0.82,0,0,0.884,1,0.92,0.95,0.88,0.82,0,0,0.564,1
2666,0.92,0.95,0.88,0.82,0,0,0.726,1,0.92,0.95,0.88,0.82,0,0,0.927,1,0.92,0.95,0.88,0.82,0,0,0.608,1
2667,0.92,0.95,0.88,0.82,0,0,0.779,1,0.92,0.95,0.88,0.82,0,0,0.952,1,0.92,0.95,0.88,0.82,0,0,0.626,1
2668,0.92,0.95,0.88,0.82,0,0,0.839,1,0.92,0.95,0.88,0.82,0,0,0.976,1,0.92,0.95,0.88,0.82,0,0,0.668,1
2669,0.92,0.95,0.88,0.82,0,0,0.879,1,0.92,0.95,0.88,0.82,0,0,0.987,1,0.92,0.95,0.88,0.82,0,0,0.683,1
2670,0.92,0.95,0.88,0.82,0.00746,0.00746,0.917,1,0.92,0.95,0.88,0.82,0.00554,0.00554,0.992,1,0.92,0.95,0.88,0.82,0.00685,0.00685,0.709,1
2671,0.92,0.95,0.88,0.82,0.10538,0.10538,0.949,1,0.92,0.95,0.88,0.82,0.10103,0.10103,0.994,1,0.92,0.95,0.88,0.82,0.10881,0.10881,0.722,1
2672,0.92,0.95,0.88,0.82,0.22753,0.22753,0.975,1,0.92,0.95,0.88,0.82,0.20971,0.20971,0.997,1,0.92,0.95,0.88,0.82,0.22523,0.22523,0.757,1
2673,0.92,0.95,0.88,0.82,0.48081,0.48081,0.991,1,0.92,0.95,0.88,0.82,0.47591,0.47591,0.999,1,0.92,0.95,0.88,0.82,0.46074,0.46074,0.829,1
2674,0.92,0.95,0.88,0.82,0.5875,0.5875,0.996,1,0.92,0.95,0.88,0.82,0.41895,0.41895,0.999,1,0.92,0.95,0.88,0.82,0.53988,0.53988,0.859,1
2675,0.92,0.95,0.88,0.82,0.68394,0.68394,0.994,1,0.92,0.95,0.88,0.82,0.26892,0.26892,0.999,1,0.92,0.95,0.88,0.82,0.63343,0.63343,0.86,1
2676,0.92,0.95,0.88,0.82,0.4773,0.4773,0.987,1,0.92,0.95,0.88,0.82,0.45587,0.45587,0.999,1,0.92,0.95,0.88,0.82,0.55276,0.55276,0.826,1
2677,0.92,0.95,0.88,0.82,0.69138,0.69138,0.965,1,0.92,0.95,0.88,0.82,0.63821,0.63821,0.997,1,0.92,0.95,0.88,0.82,0.81206,0.81206,0.776,1
2678,0.92,0.95,0.88,0.82,0.46613,0.46613,0.904,1,0.92,0.95,0.88,0.82,0.57175,0.57175,0.995,1,0.92,0.95,0.88,0.82,0.49457,0.49457,0.711,1
2679,0.92,0.95,0.88,0.82,0.51468,0.51468,0.821,1,0.92,0.95,0.88,0.82,0.50248,0.50248,0.987,1,0.92,0.95,0.88,0.82,0.54604,0.54604,0.619,1
2680,0.92,0.95,0.88,0.82,0.47018,0.47018,0.717,1,0.92,0.95,0.88,0.82,0.39003,0.39003,0.963,1,0.92,0.95,0.88,0.82,0.46622,0.46622,0.512,1
2681,0.92,0.95,0.88,0.82,0.32975,0.32975,0.574,1,0.92,0.95,0.88,0.82,0.20775,0.20775,0.888,1,0.92,0.95,0.88,0.82,0.30981,0.30981,0.432,1
2682,0.92,0.95,0.88,0.82,0.09899,0.09899,0.457,1,0.92,0.95,0.88,0.82,0.11719,0.11719,0.767,1,0.92,0.95,0.88,0.82,0.11671,0.11671,0.299,1
2683,0.92,0.95,0.88,0.82,0.01919,0.01919,0.433,1,0.92,0.95,0.88,0.82,0.02104,0.02104,0.719,1,0.92,0.95,0.88,0.82,0.01876,0.01876,0.34,1
2684,0.92,0.95,0.88,0.82,0,0,0.525,1,0.92,0.95,0.88,0.82,0,0,0.748,1,0.92,0.95,0.88,0.82,0,0,0.354,1
2685,0.92,0.95,0.88,0.82,0,0,0.547,1,0.92,0.95,0.88,0.82,0,0,0.741,1,0.92,0.95,0.88,0.82,0,0,0.353,1
2686,0.92,0.95,0.88,0.82,0,0,0.533,1,0.92,0.95,0.88,0.82,0,0,0.712,1,0.92,0.95,0.88,0.82,0,0,0.352,1
2687,0.92,0.95,0.88,0.82,0,0,0.507,1,0.92,0.95,0.88,0.82,0,0,0.665,1,0.92,0.95,0.88,0.82,0,0,0.343,1
2688,0.92,0.95,0.88,0.82,0,0,0.49,1,0.92,0.95,0.88,0.82,0,0,0.605,1,0.92,0.95,0.88,0.82,0,0,0.313,1
2689,0.92,0.95,0.88,0.82,0,0,0.453,1,0.92,0.95,0.88,0.82,0,0,0.533,1,0.92,0.95,0.88,0.82,0,0,0.274,1
2690,0.92,0.95,0.88,0.82,0,0,0.403,1,0.92,0.95,0.88,0.82,0,0,0.465,1,0.92,0.95,0.88,0.82,0,0,0.243,1
2691,0.92,0.95,0.88,0.82,0,0,0.348,1,0.92,0.95,0.88,0.82,0,0,0.408,1,0.92,0.95,0.88,0.82,0,0,0.225,1
2692,0.92,0.95,0.88,0.82,0,0,0.273,1,0.92,0.95,0.88,0.82,0,0,0.337,1,0.92,0.95,0.88,0.82,0,0,0.197,1
2693,0.92,0.95,0.88,0.82,0,0,0.215,1,0.92,0.95,0.88,0.82,0,0,0.273,1,0.92,0.95,0.88,0.82,0,0,0.177,1
2694,0.92,0.95,0.88,0.82,0.00913,0.00913,0.174,1,0.92,0.95,0.88,0.82,0.00508,0.00508,0.229,1,0.92,0.95,0.88,0.82,0.00854,0.00854,0.152,1
2695,0.92,0.95,0.88,0.82,0.08005,0.08005,0.141,1,0.92,0.95,0.88,0.82,0.0651,0.0651,0.196,1,0.92,0.95,0.88,0.82,0.06143,0.06143,0.103,1
2696,0.92,0.95,0.88,0.82,0.17182,0.17182,0.132,1,0.92,0.95,0.88,0.82,0.16665,0.16665,0.205,1,0.92,0.95,0.88,0.82,0.18761,0.18761,0.152,1
2697,0.92,0.95,0.88,0.82,0.32912,0.32912,0.167,1,0.92,0.95,0.88,0.82,0.21807,0.21807,0.226,1,0.92,0.95,0.88,0.82,0.37224,0.37224,0.187,1
2698,0.92,0.95,0.88,0.82,0.5158,0.5158,0.174,1,0.92,0.95,0.88,0.82,0.25417,0.25417,0.243,1,0.92,0.95,0.88,0.82,0.54625,0.54625,0.15,1
2699,0.92,0.95,0.88,0.82,0.51583,0.51583,0.143,1,0.92,0.95,0.88,0.82,0.5022,0.5022,0.204,1,0.92,0.95,0.88,0.82,0.55241,0.55241,0.129,1
2700,0.92,0.95,0.88,0.82,0.69504,0.69504,0.089,1,0.92,0.95,0.88,0.82,0.76209,0.76209,0.158,1,0.92,0.95,0.88,0.82,0.83545,0.83545,0.08,1
2701,0.92,0.95,0.88,0.82,0.58913,0.58913,0.052,1,0.92,0.95,0.88,0.82,0.61023,0.61023,0.109,1,0.92,0.95,0.88,0.82,0.55649,0.55649,0.037,1
2702,0.92,0.95,0.88,0.82,0.64032,0.64032,0.02,1,0.92,0.95,0.88,0.82,0.55785,0.55785,0.064,1,0.92,0.95,0.88,0.82,0.56717,0.56717,0.009,1
2703,0.92,0.95,0.88,0.82,0.45516,0.45516,0.005,1,0.92,0.95,0.88,0.82,0.33507,0.33507,0.041,1,0.92,0.95,0.88,0.82,0.55235,0.55235,0.005,1
2704,0.92,0.95,0.88,0.82,0.40781,0.40781,0.004,1,0.92,0.95,0.88,0.82,0.44919,0.44919,0.064,1,0.92,0.95,0.88,0.82,0.33569,0.33569,0.016,1
2705,0.92,0.95,0.88,0.82,0.24336,0.24336,0.015,1,0.92,0.95,0.88,0.82,0.264,0.264,0.102,1,0.92,0.95,0.88,0.82,0.20457,0.20457,0.015,1
2706,0.92,0.95,0.88,0.82,0.08595,0.08595,0.037,1,0.92,0.95,0.88,0.82,0.10192,0.10192,0.122,1,0.92,0.95,0.88,0.82,0.09571,0.09571,0.02,1
2707,0.92,0.95,0.88,0.82,0.01958,0.01958,0.118,1,0.92,0.95,0.88,0.82,0.02443,0.02443,0.224,1,0.92,0.95,0.88,0.82,0.02156,0.02156,0.097,1
2708,0.92,0.95,0.88,0.82,0,0,0.246,1,0.92,0.95,0.88,0.82,0,0,0.371,1,0.92,0.95,0.88,0.82,0,0,0.213,1
2709,0.92,0.95,0.88,0.82,0,0,0.376,1,0.92,0.95,0.88,0.82,0,0,0.467,1,0.92,0.95,0.88,0.82,0,0,0.282,1
2710,0.92,0.95,0.88,0.82,0,0,0.404,1,0.92,0.95,0.88,0.82,0,0,0.448,1,0.92,0.95,0.88,0.82,0,0,0.257,1
2711,0.92,0.95,0.88,0.82,0,0,0.376,1,0.92,0.95,0.88,0.82,0,0,0.388,1,0.92,0.95,0.88,0.82,0,0,0.216,1
2712,0.92,0.95,0.88,0.82,0,0,0.349,1,0.92,0.95,0.88,0.82,0,0,0.324,1,0.92,0.95,0.88,0.82,0,0,0.184,1
2713,0.92,0.95,0.88,0.82,0,0,0.308,1,0.92,0.95,0.88,0.82,0,0,0.272,1,0.92,0.95,0.88,0.82,0,0,0.16,1
2714,0.92,0.95,0.88,0.82,0,0,0.291,1,0.92,0.95,0.88,0.82,0,0,0.229,1,0.92,0.95,0.88,0.82,0,0,0.139,1
2715,0.92,0.95,0.88,0.82,0,0,0.278,1,0.92,0.95,0.88,0.82,0,0,0.207,1,0.92,0.95,0.88,0.82,0,0,0.125,1
2716,0.92,0.95,0.88,0.82,0,0,0.275,1,0.92,0.95,0.88,0.82,0,0,0.206,1,0.92,0.95,0.88,0.82,0,0,0.119,1
2717,0.92,0.95,0.88,0.82,0,0,0.256,1,0.92,0.95,0.88,0.82,0,0,0.216,1,0.92,0.95,0.88,0.82,0,0,0.111,1
2718,0.92,0.95,0.88,0.82,0.01011,0.01011,0.225,1,0.92,0.95,0.88,0.82,0.00749,0.00749,0.221,1,0.92,0.95,0.88,0.82,0.00955,0.00955,0.096,1
2719,0.92,0.95,0.88,0.82,0.07016,0.07016,0.186,1,0.92,0.95,0.88,0.82,0.09675,0.09675,0.195,1,0.92,0.95,0.88,0.82,0.05963,0.05963,0.044,1
2720,0.92,0.95,0.88,0.82,0.20792,0.20792,0.158,1,0.92,0.95,0.88,0.82,0.20826,0.20826,0.176,1,0.92,0.95,0.88,0.82,0.21001,0.21001,0.079,1
2721,0.92,0.95,0.88,0.82,0.20572,0.20572,0.173,1,0.92,0.95,0.88,0.82,0.35056,0.35056,0.195,1,0.92,0.95,0.88,0.82,0.13765,0.13765,0.138,1
2722,0.92,0.95,0.88,0.82,0.28785,0.28785,0.218,1,0.92,0.95,0.88,0.82,0.25176,0.25176,0.183,1,0.92,0.95,0.88,0.82,0.18239,0.18239,0.134,1
2723,0.92,0.95,0.88,0.82,0.24103,0.24103,0.183,1,0.92,0.95,0.88,0.82,0.52415,0.52415,0.157,1,0.92,0.95,0.88,0.82,0.60475,0.60475,0.131,1
2724,0.92,0.95,0.88,0.82,0.6737,0.6737,0.134,1,0.92,0.95,0.88,0.82,0.52722,0.52722,0.142,1,0.92,0.95,0.88,0.82,0.67699,0.67699,0.111,1
2725,0.92,0.95,0.88,0.82,0.58103,0.58103,0.07,1,0.92,0.95,0.88,0.82,0.60367,0.60367,0.12,1,0.92,0.95,0.88,0.82,0.53678,0.53678,0.128,1
2726,0.92,0.95,0.88,0.82,0.39569,0.39569,0.045,1,0.92,0.95,0.88,0.82,0.13764,0.13764,0.118,1,0.92,0.95,0.88,0.82,0.33198,0.33198,0.133,1
2727,0.92,0.95,0.88,0.82,0.47444,0.47444,0.026,1,0.92,0.95,0.88,0.82,0.49103,0.49103,0.117,1,0.92,0.95,0.88,0.82,0.44818,0.44818,0.129,1
2728,0.92,0.95,0.88,0.82,0.32626,0.32626,0.013,1,0.92,0.95,0.88,0.82,0.43532,0.43532,0.101,1,0.92,0.95,0.88,0.82,0.31559,0.31559,0.092,1
2729,0.92,0.95,0.88,0.82,0.2713,0.2713,0.005,1,0.92,0.95,0.88,0.82,0.27843,0.27843,0.078,1,0.92,0.95,0.88,0.82,0.30504,0.30504,0.046,1
2730,0.92,0.95,0.88,0.82,0.1138,0.1138,0.002,1,0.92,0.95,0.88,0.82,0.09992,0.09992,0.044,1,0.92,0.95,0.88,0.82,0.10853,0.10853,0.005,1
2731,0.92,0.95,0.88,0.82,0.01718,0.01718,0.001,1,0.92,0.95,0.88,0.82,0.02457,0.02457,0.028,1,0.92,0.95,0.88,0.82,0.01972,0.01972,0.003,1
2732,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.017,1,0.92,0.95,0.88,0.82,0,0,0.002,1
2733,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.009,1,0.92,0.95,0.88,0.82,0,0,0.001,1
2734,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0,1
2735,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2736,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2737,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2738,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2739,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2740,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2741,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2742,0.92,0.95,0.88,0.82,0.00791,0.00791,0,1,0.92,0.95,0.88,0.82,0.00856,0.00856,0.007,1,0.92,0.95,0.88,0.82,0.00601,0.00601,0.002,1
2743,0.92,0.95,0.88,0.82,0.08573,0.08573,0,1,0.92,0.95,0.88,0.82,0.10276,0.10276,0.007,1,0.92,0.95,0.88,0.82,0.0891,0.0891,0.001,1
2744,0.92,0.95,0.88,0.82,0.19393,0.19393,0,1,0.92,0.95,0.88,0.82,0.18987,0.18987,0.001,1,0.92,0.95,0.88,0.82,0.19634,0.19634,0,1
2745,0.92,0.95,0.88,0.82,0.46045,0.46045,0,1,0.92,0.95,0.88,0.82,0.51545,0.51545,0,1,0.92,0.95,0.88,0.82,0.48599,0.48599,0,1
2746,0.92,0.95,0.88,0.82,0.66921,0.66921,0,1,0.92,0.95,0.88,0.82,0.68124,0.68124,0,1,0.92,0.95,0.88,0.82,0.67461,0.67461,0,1
2747,0.92,0.95,0.88,0.82,0.71335,0.71335,0,1,0.92,0.95,0.88,0.82,0.71956,0.71956,0,1,0.92,0.95,0.88,0.82,0.56788,0.56788,0,1
2748,0.92,0.95,0.88,0.82,0.62477,0.62477,0,1,0.92,0.95,0.88,0.82,0.57013,0.57013,0,1,0.92,0.95,0.88,0.82,0.50312,0.50312,0,1
2749,0.92,0.95,0.88,0.82,0.53214,0.53214,0,1,0.92,0.95,0.88,0.82,0.52894,0.52894,0,1,0.92,0.95,0.88,0.82,0.45106,0.45106,0,1
2750,0.92,0.95,0.88,0.82,0.38784,0.38784,0,1,0.92,0.95,0.88,0.82,0.45899,0.45899,0,1,0.92,0.95,0.88,0.82,0.31557,0.31557,0,1
2751,0.92,0.95,0.88,0.82,0.26826,0.26826,0.002,1,0.92,0.95,0.88,0.82,0.33029,0.33029,0,1,0.92,0.95,0.88,0.82,0.1502,0.1502,0,1
2752,0.92,0.95,0.88,0.82,0.11689,0.11689,0.03,1,0.92,0.95,0.88,0.82,0.20167,0.20167,0.006,1,0.92,0.95,0.88,0.82,0.09324,0.09324,0.002,1
2753,0.92,0.95,0.88,0.82,0.09241,0.09241,0.096,1,0.92,0.95,0.88,0.82,0.07628,0.07628,0.036,1,0.92,0.95,0.88,0.82,0.0482,0.0482,0.008,1
2754,0.92,0.95,0.88,0.82,0.03354,0.03354,0.141,1,0.92,0.95,0.88,0.82,0.02823,0.02823,0.079,1,0.92,0.95,0.88,0.82,0.02164,0.02164,0.019,1
2755,0.92,0.95,0.88,0.82,0.00841,0.00841,0.174,1,0.92,0.95,0.88,0.82,0.00344,0.00344,0.122,1,0.92,0.95,0.88,0.82,0.00471,0.00471,0.037,1
2756,0.92,0.95,0.88,0.82,0,0,0.197,1,0.92,0.95,0.88,0.82,0,0,0.134,1,0.92,0.95,0.88,0.82,0,0,0.06,1
2757,0.92,0.95,0.88,0.82,0,0,0.211,1,0.92,0.95,0.88,0.82,0,0,0.108,1,0.92,0.95,0.88,0.82,0,0,0.064,1
2758,0.92,0.95,0.88,0.82,0,0,0.18,1,0.92,0.95,0.88,0.82,0,0,0.068,1,0.92,0.95,0.88,0.82,0,0,0.055,1
2759,0.92,0.95,0.88,0.82,0,0,0.147,1,0.92,0.95,0.88,0.82,0,0,0.049,1,0.92,0.95,0.88,0.82,0,0,0.066,1
2760,0.92,0.95,0.88,0.82,0,0,0.16,1,0.92,0.95,0.88,0.82,0,0,0.052,1,0.92,0.95,0.88,0.82,0,0,0.08,1
2761,0.92,0.95,0.88,0.82,0,0,0.179,1,0.92,0.95,0.88,0.82,0,0,0.054,1,0.92,0.95,0.88,0.82,0,0,0.057,1
2762,0.92,0.95,0.88,0.82,0,0,0.166,1,0.92,0.95,0.88,0.82,0,0,0.056,1,0.92,0.95,0.88,0.82,0,0,0.034,1
2763,0.92,0.95,0.88,0.82,0,0,0.152,1,0.92,0.95,0.88,0.82,0,0,0.074,1,0.92,0.95,0.88,0.82,0,0,0.039,1
2764,0.92,0.95,0.88,0.82,0,0,0.166,1,0.92,0.95,0.88,0.82,0,0,0.107,1,0.92,0.95,0.88,0.82,0,0,0.05,1
2765,0.92,0.95,0.88,0.82,0,0,0.193,1,0.92,0.95,0.88,0.82,0,0,0.144,1,0.92,0.95,0.88,0.82,0,0,0.08,1
2766,0.92,0.95,0.88,0.82,0.0119,0.0119,0.192,1,0.92,0.95,0.88,0.82,0.00962,0.00962,0.156,1,0.92,0.95,0.88,0.82,0.01195,0.01195,0.107,1
2767,0.92,0.95,0.88,0.82,0.10139,0.10139,0.17,1,0.92,0.95,0.88,0.82,0.07899,0.07899,0.145,1,0.92,0.95,0.88,0.82,0.10593,0.10593,0.112,1
2768,0.92,0.95,0.88,0.82,0.30362,0.30362,0.172,1,0.92,0.95,0.88,0.82,0.27718,0.27718,0.148,1,0.92,0.95,0.88,0.82,0.28688,0.28688,0.131,1
2769,0.92,0.95,0.88,0.82,0.52116,0.52116,0.175,1,0.92,0.95,0.88,0.82,0.50665,0.50665,0.188,1,0.92,0.95,0.88,0.82,0.51994,0.51994,0.148,1
