Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonee_z2,Load_HSC_Tonne_z3
1714,112.2997255,164.3769533,54.13593024
1715,107.1510073,158.6472164,51.87948567
1716,103.5787278,154.671815,50.31392119
1717,101.0996118,151.9129376,49.22743957
1718,99.9166845,150.5965202,48.70901733
1719,100.6716323,151.4366618,49.039876
1720,101.9279183,152.8347162,49.5904479
1721,105.263019,156.5461738,51.05206795
1722,108.3433698,159.9741336,52.4020429
1723,109.1014078,160.8177142,52.73425581
1724,108.7735321,160.4528385,52.5905631
1725,106.368578,157.7764921,51.53658319
1726,98.57957625,149.1085229,48.12302476
1727,82.84484792,131.5981739,41.22722276
1728,71.58170425,119.0640156,36.291109
1729,67.23433125,114.2260535,34.3858569
1730,69.24748117,116.4663818,35.26812719
1731,70.23269517,117.5627745,35.69990081
1732,74.87271267,122.7264052,37.73340543
1733,85.14518733,134.1581004,42.2353549
1734,106.5753716,158.0066217,51.62721124
1735,121.7872801,174.9351522,58.29388562
1736,118.9184153,171.7425439,57.03659514
1737,116.5032948,169.0548837,55.97815976
1738,110.9786579,162.9068068,53.55696752
1739,105.7314381,157.0674527,51.25735433
1740,102.4343725,153.3983224,49.81240333
1741,99.92775592,150.608841,48.71386943
1742,98.3680755,148.873155,48.03033381
1743,98.74501933,149.2926359,48.19553086
1744,100.2400498,150.9563764,48.85073338
1745,103.6356822,154.7351965,50.33888167
1746,106.9823403,158.4595158,51.80556676
1747,108.1136258,159.7184636,52.30135671
1748,107.7693052,159.3352875,52.150457
1749,105.482014,156.7898817,51.14804329
1750,97.92214533,148.3769027,47.83490329
1751,82.39591917,131.0985848,41.0304781
1752,71.05955467,118.4829428,36.062275
1753,64.41304183,111.0863894,33.14941652
1754,66.91115842,113.8664115,34.24422524
1755,67.25169558,114.2453774,34.3934669
1756,71.91469758,119.4345863,36.43704452
1757,82.76741583,131.5120039,41.19328786
1758,104.2803673,155.4526325,50.62141724
1759,117.9922425,170.7118551,56.63069657
1760,114.9878108,167.3683815,55.31399338
1761,111.7972521,163.8177771,53.91571943
1762,106.5461028,157.9740501,51.6143841
1763,101.3336952,152.1734366,49.33002748
1764,98.05062467,148.5198806,47.89120981
1765,95.70849017,145.9134427,46.86476086
1766,94.118245,144.1437428,46.1678301
1767,94.74521008,144.8414592,46.44259986
1768,96.06316742,146.3081444,47.02019948
1769,99.48885808,150.1204147,48.52152086
1770,102.8238636,153.8317665,49.98309919
1771,104.3304361,155.5083515,50.6433601
1772,104.3637609,155.5454369,50.65796481
1773,102.5240241,153.4980909,49.85169343
1774,95.09018358,145.225362,46.59378571
1775,80.14386358,128.592391,40.04350652
1776,68.47027858,115.6014741,34.92751533
1777,62.44647258,108.8978982,32.28756038
1778,64.740743,111.4510707,33.29303276
1779,65.442383,112.2318889,33.6005291
1780,70.12550417,117.4434874,35.652924
1781,80.58422817,129.0824495,40.2364979
1782,100.8124904,151.5934154,49.10160757
1783,114.6900676,167.0370388,55.18350633
1784,112.0610404,164.1113332,54.03132562
1785,109.1409043,160.8616677,52.75156529
1786,103.6718215,154.7754141,50.35471981
1787,98.51691925,149.0387954,48.09556514
1788,95.21822308,145.3678504,46.64989952
1789,93.10431708,143.0153959,45.72347252
1790,91.6532855,141.4006195,45.08755262
1791,92.01246975,141.8003366,45.24496643
1792,93.4577415,143.4087034,45.87836205
1793,97.09778675,147.4595176,47.47362514
1794,100.5473603,151.298366,48.98541329
1795,101.9767987,152.8891125,49.6118699
1796,101.8840373,152.7858834,49.5712169
1797,99.95543325,150.6396416,48.72599914
1798,92.69957367,142.5649783,45.54609224
1799,77.56488083,125.7223772,38.91325795
1800,66.34164267,113.2326275,33.99463286
1801,61.73435892,108.1054245,31.97547395
1802,64.11905217,110.7592237,33.02057448
1803,64.48517525,111.1666629,33.18102929
1804,69.31029217,116.5362809,35.29565433
1805,80.074897,128.5156417,40.01328167
1806,99.64160325,150.2903968,48.588462
1807,112.2938478,164.3704123,54.13335433
1808,109.9078973,161.7152139,53.08770281
1809,107.5448208,159.0854706,52.0520759
1810,101.8735864,152.7742532,49.56663676
1811,96.8369115,147.1692033,47.35929562
1812,93.42718833,143.3747023,45.864972
1813,91.45505875,141.1800233,45.000679
1814,90.62422675,140.2554343,44.6365639
1815,91.53485233,141.2688214,45.03564886
1816,92.80240408,142.6794128,45.59115805
1817,95.91092058,146.1387169,46.95347671
1818,99.31699067,149.9291526,48.44619938
1819,100.3914405,151.1248511,48.9170809
1820,100.4906992,151.2353109,48.96058138
1821,98.65112533,149.1881462,48.15438143
1822,91.414752,141.1351681,44.98301448
1823,76.15434992,124.1526717,38.29508762
1824,65.49419083,112.2895431,33.62323405
1825,61.95028758,108.3457201,32.07010552
1826,64.27096708,110.9282818,33.08715176
1827,65.23598683,112.0022015,33.51007519
1828,70.18678367,117.511682,35.67977995
1829,80.816558,129.3409971,40.33831729
1830,99.97981175,150.6667712,48.7366831
1831,115.4484519,167.8810047,55.51587105
1832,113.9216812,166.1819421,54.84675819
1833,111.4959453,163.4824686,53.78367062
1834,105.1144348,156.3808222,50.98695033
1835,99.81204525,150.4800726,48.66315881
1836,95.73439167,145.9422671,46.87611229
1837,93.76741483,143.7533225,46.01407752
1838,92.84230992,142.723822,45.6086469
1839,93.49161542,143.4463997,45.89320738
1840,94.83029025,144.9361404,46.47988652
1841,97.94926725,148.4070854,47.84678957
1842,101.1233867,151.9393955,49.237859
1843,102.3862001,153.3447138,49.79129157
1844,102.5231916,153.4971645,49.85132857
1845,100.2975517,151.0203672,48.87593381
1846,92.86176667,142.7454744,45.6171739
1847,76.79709683,124.8679508,38.57677381
1848,65.76506708,112.590987,33.74194652
1849,62.48601142,108.9418989,32.30488843
1850,64.58769517,111.2807518,33.225959
1851,65.61943425,112.4289199,33.67812243
1852,70.33860242,117.6806332,35.7463151
1853,80.88069883,129.412376,40.36642724
1854,101.6552953,152.5313285,49.4709699
1855,117.4643934,170.1244396,56.39936476
1856,115.6400046,168.0941736,55.59981971
1857,112.339712,164.4214521,54.15345448
1858,106.3546979,157.7610456,51.53050019
1859,100.7868042,151.5648305,49.09035048
1860,96.91610158,147.2573297,47.39400095
1861,94.57601825,144.6531745,46.3684509
1862,93.21991417,143.1440378,45.77413333
1863,93.30930533,143.2435165,45.81330938
1864,94.68481508,144.7742487,46.41613152
1865,97.76785667,148.2052031,47.76728576
1866,100.8780814,151.6664081,49.13035305
1867,102.1348418,153.0649904,49.68113286
1868,102.6094369,153.5931423,49.8891259
1869,100.6796835,151.4456215,49.04340448
1870,93.58007975,143.5448471,45.93197724
1871,77.86749433,126.0591398,39.04587943
1872,66.13453475,113.002148,33.9038671
1873,64.73004025,111.4391602,33.28834224
1874,66.7769355,113.7170419,34.18540152
1875,67.65747717,114.6969503,34.57130214
1876,71.988806,119.5170576,36.46952281
1877,82.31680392,131.0105416,40.99580552
1878,103.8716488,154.9977914,50.4422949
1879,118.9905636,171.822834,57.06821443
1880,116.7683318,169.3498295,56.09431324
1881,113.5113964,165.7253578,54.66694938
1882,108.2888088,159.9134156,52.37813133
1883,103.196402,154.2463448,50.14636552
1884,99.415325,150.0385836,48.48929471
1885,96.88512792,147.2228608,47.38042662
1886,95.75536908,145.9656118,46.88530571
1887,96.19361992,146.4533181,47.07737076
1888,97.43136192,147.8307358,47.61981567
1889,100.3857268,151.1184925,48.91457681
1890,103.2320183,154.2859802,50.16197448
1891,104.4910144,155.6870506,50.7137341
1892,104.705564,155.9258115,50.80776124
1893,102.6908213,153.6837106,49.9247929
1894,95.59030642,145.7819223,46.81296638
1895,79.95118975,128.3779745,39.95906652
1896,68.459496,115.5894747,34.92278986
1897,66.00665442,112.8598367,33.84782305
1898,68.18069683,115.2792138,34.80060505
1899,69.24952275,116.4686538,35.26902195
1900,74.11386633,121.8819252,37.40083824
1901,84.95598183,133.9475435,42.15243486
1902,107.2067091,158.7092039,51.90389719
1903,122.7746507,176.0339448,58.72660438
1904,120.4660585,173.4648345,57.71485543
1905,116.8669695,169.4595981,56.13754152
1906,111.2656759,163.226214,53.68275424
1907,105.8294625,157.1765388,51.30031386
1908,102.1368843,153.0672634,49.682028
1909,99.67834783,150.3312879,48.60456548
1910,97.87932967,148.3292555,47.81613919
1911,97.97601375,148.4368502,47.85851133
1912,99.56826017,150.2087772,48.55631914
1913,103.1297104,154.1721273,50.11713771
1914,106.3544981,157.7608233,51.53041262
1915,107.8608554,159.4371689,52.19057919
1916,107.8213051,159.3931555,52.17324614
1917,105.7515515,157.0898358,51.2661691
1918,98.20961025,148.6968074,47.96088586
1919,82.17591383,130.8537525,40.93405995
1920,70.01000483,117.3149542,35.60230595
1921,67.82532958,114.8837444,34.6448641
1922,70.56958383,117.9376802,35.84754352
1923,70.91661258,118.3238702,35.99963014
1924,75.75727317,123.7107859,38.12106729
1925,86.94141975,136.1570326,43.02256029
1926,109.6277093,161.4034075,52.96490938
1927,123.6920323,177.0548504,59.12865019
1928,120.5695152,173.5799659,57.76019571
1929,117.3493436,169.9964068,56.34894376
1930,112.12204,164.1792165,54.0580589
1931,106.8753331,158.3404331,51.75867048
1932,103.5119758,154.5975302,50.28466686
1933,101.042583,151.8494732,49.20244648
1934,99.58463933,150.2270046,48.56349738
1935,100.3586167,151.0883232,48.90269576
1936,101.8321019,152.7280872,49.548456
1937,105.5636479,156.8807279,51.18381967
1938,109.0240898,160.731671,52.7003709
1939,110.2115405,162.0531224,53.22077552
1940,109.9163588,161.7246302,53.09141105
1941,107.9507518,159.5372099,52.22997667
1942,99.95224175,150.63609,48.72460048
1943,83.99695208,132.8802898,41.73213657
1944,71.95053033,119.4744627,36.45274838
1945,70.2063735,117.5334825,35.68836529
1946,72.41646375,119.9929755,36.65694538
1947,73.33185883,121.0116703,37.05812057
1948,78.17387792,126.4000979,39.18015314
1949,88.9162265,138.3546908,43.88802652
1950,112.0912425,164.1449435,54.04456181
1951,127.4871176,181.2782005,60.79186014
1952,124.0818574,177.4886662,59.29949248
1953,121.022676,174.0842646,57.9587951
1954,115.7261158,168.1900022,55.63755824
1955,110.4610767,162.330818,53.33013567
1956,106.9665234,158.441914,51.79863495
1957,104.2616257,155.431776,50.61320367
1958,103.0310499,154.0623332,50.07389933
1959,103.4467339,154.524926,50.25607438
1960,104.7561024,155.9820531,50.8299099
1961,108.6775603,160.3460367,52.54850314
1962,112.2666902,164.34019,54.12145238
1963,113.3212738,165.5137804,54.58362748
1964,112.9702038,165.1230931,54.42976976
1965,110.4526814,162.3214754,53.32645643
1966,102.6740641,153.6650625,49.917449
1967,86.11850742,135.2412569,42.66191595
1968,74.02361617,121.7814905,37.36128576
1969,71.19351833,118.6320239,36.1209851
1970,73.35269783,121.0348609,37.06725338
1971,74.21424142,121.9936274,37.444828
1972,79.28588983,127.6375973,39.66749643
1973,90.62298467,140.254052,44.63601952
1974,113.7277218,165.9660949,54.76175476
1975,128.3118183,182.1959665,61.15328824
1976,125.3483383,178.898066,59.85453233
1977,122.7376458,175.992764,58.71038686
1978,117.0728508,169.6887126,56.22776981
1979,111.7599366,163.7762506,53.89936576
1980,107.91943,159.5023535,52.21624976
1981,105.4084443,156.7080099,51.1158011
1982,104.4120553,155.5991813,50.67913
1983,105.1321493,156.4005357,50.99471381
1984,106.6653731,158.1067796,51.66665471
1985,109.9473533,161.7591224,53.10499452
1986,113.3404389,165.5351083,54.59202667
1987,114.3609353,166.6707649,55.03926295
1988,114.2235694,166.5178976,54.97906181
1989,111.8181854,163.8410726,53.92489352
1990,103.9201801,155.0517992,50.4635639
1991,86.86505625,136.0720517,42.98909371
1992,74.93548542,122.7962617,37.76091581
1993,70.06350317,117.3744897,35.62575181
1994,72.19434533,119.7457915,36.55960114
1995,73.44626517,121.138987,37.10825957
1996,78.391837,126.6426531,39.27567448
1997,88.86118142,138.2934341,43.86390286
1998,110.9355681,162.8588545,53.53808329
1999,128.2637275,182.1424488,61.13221229
2000,126.2366952,179.8866715,60.24385795
2001,123.7688982,177.1403904,59.16233695
2002,117.9359859,170.6492501,56.6060419
2003,112.4559048,164.5507569,54.20437633
2004,108.0265933,159.6216099,52.26321448
2005,105.4973294,156.8069255,51.15475533
2006,104.6048252,155.8137046,50.7636121
2007,105.0596422,156.3198465,50.96293733
2008,106.2774298,157.675058,51.49663714
2009,109.4357779,161.189817,52.88079471
2010,112.5323262,164.6358022,54.23786829
2011,113.4035882,165.6053837,54.61970205
2012,113.233161,165.4157244,54.54501171
2013,110.3085789,162.1611113,53.263303
2014,102.4348908,153.3988991,49.81263043
2015,85.49400833,134.5462848,42.38822695
2016,73.58868133,121.2974745,37.170674
2017,70.67928167,118.0597571,35.895619
2018,73.03558142,120.6819588,36.92827595
2019,74.284497,122.071811,37.47561776
2020,79.47948008,127.8530336,39.75233805
2021,90.59021467,140.217584,44.62165795
2022,113.5737094,165.7947027,54.69425829
2023,130.9237661,185.1026655,62.2979839
2024,128.8085154,182.7487145,61.37096757
2025,125.8483501,179.4545027,60.07366433
2026,119.7462543,172.6638024,57.39939862
2027,113.9265597,166.1873712,54.84889624
2028,109.6752177,161.4562769,52.9857301
2029,107.1329128,158.62708,51.87155576
2030,105.7613766,157.1007696,51.27047495
2031,106.0574506,157.4302547,51.40023048
2032,107.6651963,159.2194302,52.1048309
2033,111.1418728,163.0884401,53.62849705
2034,114.2229466,166.5172045,54.97878886
2035,115.0740428,167.4643446,55.3517849
2036,114.9176868,167.2903442,55.28326129
2037,112.4559363,164.5507919,54.20439014
2038,104.0432126,155.1887156,50.51748333
2039,86.69963892,135.8879675,42.91659895
2040,74.34461917,122.1387178,37.50196652
2041,69.015198,116.2078862,35.16632824
2042,71.55905317,119.0388084,36.28118205
2043,73.16716058,120.8283863,36.985941
2044,79.345394,127.7038163,39.69357433
2045,92.49983275,142.3426972,45.45855505
2046,112.8698479,165.0114124,54.38578843
2047,127.1759552,180.9319244,60.6554921
2048,124.9681405,178.474964,59.68790929
2049,121.7804358,174.9275355,58.2908861
2050,115.6589664,168.1152753,55.60812981
2051,110.5292632,162.4066992,53.36001867
2052,106.4502719,157.8674049,51.57238586
2053,104.0503873,155.1967,50.52062771
2054,103.2852556,154.3452252,50.1853059
2055,103.8654156,154.9908547,50.43956314
2056,105.75711,157.0960216,51.26860514
2057,109.2044396,160.9323728,52.7794099
2058,111.9359239,163.9720976,53.97649286
2059,112.9034852,165.0488455,54.4005301
2060,112.6851606,164.8058835,54.30484852
2061,109.3657617,161.1118997,52.8501099
2062,100.1262382,150.8297215,48.80085505
2063,83.3578315,132.1690463,41.45203967
2064,72.64468933,120.2469556,36.7569661
2065,68.0608315,115.1458221,34.74807367
2066,70.2219925,117.5508641,35.69521033
2067,72.20754008,119.7604753,36.56538381
2068,78.78192608,127.0767625,39.44663243
2069,92.119785,141.9197621,45.29199771
2070,111.9934896,164.0361595,54.00172124
2071,123.6471528,177.0049064,59.10898157
2072,120.8989422,173.9465677,57.90456824
2073,117.3774157,170.0276467,56.36124643
2074,111.9302428,163.9657754,53.97400305
2075,106.7907277,158.2462802,51.72159181
2076,103.6915423,154.7973604,50.36336257
2077,101.4847113,152.3414945,49.39621086
2078,100.2031868,150.9153535,48.83457805
2079,100.6319034,151.3924495,49.02246467
2080,103.0179444,154.0477487,50.06815581
2081,106.5777947,158.0093183,51.62827314
2082,109.4188942,161.1710281,52.87339538
2083,110.3284637,162.1832399,53.27201752
2084,109.2827963,161.0195719,52.81375
2085,105.680423,157.0106806,51.23499676
2086,95.606545,145.7999934,46.82008305
2087,80.504193,128.9933825,40.20142219
2088,70.24538817,117.5768999,35.70546357
2089,64.99773042,111.7370585,33.40565843
2090,67.23673942,114.2287335,34.38691229
2091,70.04309933,117.3517833,35.61680976
2092,78.28311992,126.5216675,39.22802881
2093,94.76159725,144.8596955,46.44978157
2094,110.5003754,162.3745515,53.34735848
2095,116.513101,169.0657965,55.98245738
2096,113.5990346,165.8228857,54.70535714
2097,109.4256227,161.1785158,52.87634419
2098,103.9771823,155.115234,50.48854533
2099,99.88471375,150.5609416,48.6950061
2100,97.00824967,147.3598765,47.43438519
2101,95.21231217,145.3612725,46.64730905
2102,94.91036217,145.0252482,46.51497833
2103,95.59105908,145.7827599,46.81329624
2104,98.25443458,148.74669,47.98053029
2105,101.6062695,152.4767703,49.44948414
2106,103.6070828,154.7033696,50.32634781
2107,104.545303,155.7474655,50.73752629
2108,103.85078,154.9745675,50.43314905
2109,98.59513433,149.1258367,48.12984319
2110,87.1292725,136.3660841,43.10488748
2111,73.61607825,121.327963,37.18268076
2112,65.19434917,111.9558651,33.49182733
2113,62.11230733,108.5260233,32.14111124
2114,63.25286692,109.795292,32.64096567
2115,67.09273867,114.0684826,34.32380348
2116,75.80085375,123.7592845,38.14016662
2117,91.931122,141.709809,45.20931548
2118,107.6785411,159.2342809,52.11067933
2119,111.6719228,163.6783048,53.86079343
2120,108.0071099,159.5999278,52.25467581
2121,103.0454777,154.0783891,50.08022238
2122,98.14202825,148.6215988,47.93126776
2123,93.83999025,143.8340878,46.04588395
2124,91.86634792,141.6377254,45.180928
2125,90.16636833,139.7459077,44.43590576
2126,89.66199442,139.1846166,44.21486205
2127,90.24698708,139.8356241,44.47123724
2128,92.89736925,142.7850946,45.63277686
2129,96.11917775,146.3704753,47.04474619
2130,98.53940333,149.0638167,48.10541886
2131,99.52098525,150.1561674,48.53560071
2132,98.00581683,148.4700165,47.87157267
2133,92.786535,142.661753,45.58420338
2134,80.42631975,128.9067215,40.16729395
2135,68.17667142,115.2747342,34.79884095
2136,60.18286675,106.3788507,31.2955269
2137,59.81564908,105.9701935,31.13459243
2138,61.25043275,107.5668885,31.76339157
2139,65.43055242,112.2187233,33.59534429
2140,75.58208708,123.5158305,38.04429133
2141,94.53080742,144.6028617,46.3486371
2142,106.4224977,157.8364965,51.56021371
2143,104.0420091,155.1873763,50.51695586
2144,101.2570593,152.0881526,49.29644152
2145,96.08433292,146.3316984,47.02947533
2146,91.26495783,140.96847,44.91736662
2147,88.08585642,137.4306158,43.52411386
2148,86.00747317,135.1176927,42.61325481
2149,85.20883317,134.2289285,42.2632479
2150,85.8640995,134.9581397,42.55042076
2151,87.02934,136.2548745,43.06109167
2152,89.69317817,139.2193194,44.22852843
2153,92.92161542,142.8120768,45.64340281
2154,94.09058642,144.112963,46.15570862
2155,94.61473958,144.6962655,46.38542067
2156,93.02651942,142.928819,45.68937738
2157,86.63576267,135.8168829,42.88860495
2158,72.45441217,120.0352062,36.67357638
2159,62.093169,108.5047253,32.13272381
2160,57.05620433,102.8993531,29.92525571
2161,58.88167442,104.9308225,30.72527462
2162,59.8063395,105.9598334,31.13051248
2163,64.04153667,110.6729609,32.98660305
2164,73.33578683,121.0160415,37.05984205
2165,91.31999483,141.0297178,44.94148676
2166,105.5341134,156.8478605,51.17087605
2167,104.030887,155.1749991,50.51208157
2168,101.1607362,151.9809596,49.25422752
2169,95.8400005,146.0597936,46.92239571
2170,91.02181108,140.6978849,44.81080667
2171,87.24695833,136.4970505,43.15646371
2172,85.29489233,134.3246991,42.30096362
2173,84.43017883,133.3624051,41.92199981
2174,84.60767392,133.55993,41.99978767
2175,85.66740433,134.7392481,42.46421838
2176,88.30269542,137.6719245,43.61914433
2177,91.03107292,140.7081919,44.81486571
2178,92.315778,142.1378724,45.37789238
2179,92.96457608,142.8598855,45.66223048
2180,90.95079058,140.6188498,44.77968167
2181,84.86348767,133.8446116,42.111899
2182,70.71895092,118.103903,35.91300419
2183,60.30425692,106.5139394,31.34872657
2184,54.76237775,100.3466745,28.91997781
2185,56.3812505,102.1482325,29.62945471
2186,57.34736533,103.2233707,30.05285805
2187,61.12325667,107.425361,31.70765619
2188,70.01048658,117.3154903,35.6025171
2189,87.37189992,136.6360913,43.21121981
2190,100.6497014,151.412256,49.03026467
2191,99.33572717,149.9500035,48.45441071
2192,96.4865865,146.7793451,47.20576443
2193,91.42054817,141.1416184,44.98555467
2194,86.7360705,135.9285103,42.93256524
2195,83.34605575,132.1559417,41.4468789
2196,81.31838383,129.8994525,40.55824429
2197,80.4142465,128.8932859,40.16200281
2198,80.4708985,128.9563309,40.18683076
2199,81.45533417,130.0518575,40.61826329
2200,83.87356267,132.7429763,41.67806071
2201,86.3991645,135.5535854,42.78491495
2202,87.62346417,136.9160438,43.32146871
2203,88.37964783,137.7575608,43.652869
2204,86.76139758,135.9566955,42.9436649
2205,81.05390783,129.6051312,40.44233671
2206,67.78124883,114.8346893,34.62554552
2207,57.87744067,103.8132636,30.28516552
2208,53.51435817,98.95781936,28.37302871
2209,55.19116617,100.8238505,29.1078959
2210,55.97517867,101.6963366,29.45149224
2211,59.7935285,105.9455767,31.124898
2212,68.8096505,115.9791432,35.07624633
2213,86.28507942,135.4266261,42.73491676
2214,98.945146,149.5153463,48.28323705
2215,97.51688958,147.9259151,47.65729852
2216,94.18435367,144.2173117,46.19680248
2217,89.2906815,138.771402,44.05213281
2218,84.77086925,133.7415415,42.07130862
2219,81.55043108,130.1576857,40.65993986
2220,79.6192535,128.0085801,39.81359424
2221,78.33542825,126.5798787,39.25095314
2222,78.38054433,126.630086,39.27072543
2223,79.38490958,127.7477911,39.71089214
2224,81.86568867,130.5085193,40.79810262
2225,84.29725217,133.214478,41.86374419
2226,85.774893,134.8588665,42.51132567
2227,86.57342883,135.7475149,42.8612869
2228,85.13687267,134.1488474,42.23171095
2229,79.58460667,127.9700235,39.79841014
2230,66.87570817,113.8269608,34.22868905
2231,56.84073708,102.6595709,29.83082638
2232,55.56231192,101.236879,29.2705519
2233,57.39978933,103.2817107,30.0758331
2234,58.0192545,103.9710808,30.34731595
2235,62.03017825,108.4346263,32.1051179
2236,71.51725742,118.9922962,36.26286495
2237,90.30903383,139.9046727,44.49842943
2238,103.2346707,154.288932,50.1631369
2239,101.2753979,152.1085606,49.30447848
2240,97.50875967,147.9168677,47.65373552
2241,92.6661755,142.5278113,45.53145538
2242,87.77905925,137.0891975,43.38965886
2243,84.6151365,133.5682347,42.00305814
2244,82.55654892,131.2773412,41.10087467
2245,80.87361033,129.4044876,40.36332071
2246,80.74783667,129.2645208,40.30819995
2247,81.93194892,130.5822568,40.82714143
2248,84.67827725,133.6385007,42.03072981
2249,87.62520117,136.9179769,43.32223
2250,89.28929392,138.7698579,44.05152471
2251,90.11360667,139.6871921,44.41278276
2252,88.75575167,138.1761068,43.81769786
2253,82.95681992,131.7227817,41.2762949
2254,69.84910292,117.135895,35.53179014
2255,59.04813008,105.1160621,30.79822443
2256,56.5790405,102.3683426,29.7161369
2257,58.74629058,104.7801609,30.66594214
2258,59.15568367,105.2357528,30.84536014
2259,63.16841292,109.7013075,32.60395338
2260,73.26846375,120.9411213,37.03033748
2261,92.75723492,142.6291465,45.57136248
2262,104.6472599,155.860928,50.78220929
2263,102.5897687,153.5712545,49.88050624
2264,98.6851505,149.226011,48.1692931
2265,93.8329495,143.8262525,46.04279833
2266,89.17314292,138.6405996,44.0006211
2267,85.91794483,135.0180614,42.57401867
2268,83.76658208,132.6239233,41.6311761
2269,82.40537558,131.1091084,41.03462238
2270,82.74491675,131.4869658,41.18342752
2271,83.66832517,132.5145783,41.58811467
2272,86.55735275,135.7296247,42.85424152
2273,89.435927,138.9330382,44.11578719
2274,91.17718667,140.8707942,44.87890057
2275,92.06850633,141.8626968,45.26952467
2276,90.64133783,140.2744763,44.64406286
2277,84.61952617,133.5731197,42.00498195
2278,71.20358517,118.6432268,36.1253969
2279,60.25919567,106.4637931,31.32897833
2280,53.01762483,98.405031,28.15533352
2281,54.47200742,100.0235366,28.79272195
2282,55.52994817,101.2008631,29.25636838
2283,59.38238733,105.4880394,30.94471386
2284,68.5050355,115.6401533,34.94274771
2285,86.27246917,135.4125928,42.72939024
2286,98.38619658,148.893321,48.03827548
2287,96.60873125,146.9152735,47.25929476
2288,92.87769425,142.7631993,45.62415419
2289,88.09820675,137.4443598,43.52952643
2290,83.55027642,132.3832081,41.53637938
2291,80.56017792,129.0556852,40.22595776
2292,78.459569,126.7180285,39.30535829
2293,77.00822258,125.1029015,38.66930043
2294,76.707977,124.7687741,38.53771671
2295,77.86496892,126.0563294,39.04477262
2296,80.49712067,128.9855122,40.19832271
2297,83.28366175,132.0865067,41.41953452
2298,85.08547067,134.0916448,42.20918381
2299,85.99854225,135.107754,42.60934081
2300,84.55669633,133.5031997,41.97744657
2301,79.25982808,127.6085945,39.65607471
2302,66.68202667,113.6114229,34.14380743
2303,56.45296025,102.2280345,29.66088176
2304,52.85238575,98.22114518,28.08291686
2305,54.66793842,100.2415779,28.87858943
2306,54.99011167,100.6001075,29.01978305
2307,58.88226767,104.9314826,30.72553462
2308,68.38320125,115.5045704,34.88935338
2309,86.51391158,135.6812814,42.83520329
2310,97.46681775,147.8701928,47.63535433
2311,95.22463717,145.3749883,46.65271052
2312,91.40338075,141.1225135,44.97803095
2313,86.92342967,136.1370125,43.0146761
2314,82.30612617,130.998659,40.991126
2315,79.26418967,127.6134483,39.65798619
2316,77.11682025,125.2237542,38.71689376
2317,76.19420258,124.1970216,38.31255319
2318,76.38104717,124.4049511,38.39443848
2319,77.22423458,125.3432899,38.76396848
2320,79.53651608,127.916506,39.77733424
2321,82.38065025,131.0815928,41.02378643
2322,83.98917958,132.8716403,41.72873029
2323,85.26657158,134.2931825,42.288552
2324,84.12006525,133.017296,41.78609138
2325,78.95566208,127.2701042,39.52277286
2326,66.44874008,113.3518106,34.04156876
2327,56.19990908,101.9464272,29.54998114
2328,55.7063095,101.3971264,29.33365938
2329,57.26678325,103.1336953,30.01754267
2330,58.305324,104.2894325,30.47268695
2331,62.232948,108.660278,32.19398248
2332,71.15670842,118.5910602,36.104853
2333,89.62116342,139.139178,44.19696771
2334,103.9788998,155.1171454,50.48929805
2335,102.435911,153.4000345,49.81307752
2336,98.86959467,149.4312692,48.25012643
2337,94.00268225,144.0151392,46.11718433
2338,89.23692883,138.7115835,44.02857552
2339,85.42840508,134.4732784,42.3594761
2340,83.18367992,131.9752422,41.3757171
2341,82.31022892,131.0032247,40.99292405
2342,82.11626175,130.7873689,40.90791724
2343,83.02198175,131.7952968,41.30485229
2344,85.38302183,134.4227738,42.33958671
2345,87.91627592,137.2418985,43.44979452
2346,89.39162717,138.8837392,44.09637262
2347,90.47346083,140.0876548,44.57049014
2348,88.501429,137.8930845,43.70624
2349,83.06320383,131.8411707,41.32291805
2350,69.47442325,116.7189337,35.36758538
2351,58.78916983,104.8278789,30.68473414
2352,55.0174155,100.6304925,29.03174905
2353,56.624019,102.4183968,29.7358489
2354,57.64089717,103.5500269,30.18149948
2355,61.497948,107.8423353,31.87186605
2356,70.72054067,118.1056721,35.9137009
2357,88.88265892,138.3173352,43.87331543
2358,102.6630405,153.6527949,49.9126179
2359,101.3091952,152.1461719,49.31929024
2360,97.889599,148.3406837,47.82063976
2361,92.72952858,142.5983136,45.5592201
2362,87.84469133,137.1622359,43.41842238
2363,84.30117683,133.2188455,41.86546419
2364,82.12406017,130.7960473,40.9113349
2365,81.01195367,129.5584426,40.42395014
2366,80.90834025,129.4431367,40.37854124
2367,81.90849633,130.5561576,40.81686324
2368,84.3415685,133.2637954,41.883166
2369,86.90789808,136.1197281,43.00786929
2370,88.37061667,137.7475105,43.64891105
2371,89.37343458,138.8634936,44.08839967
2372,87.80228317,137.1150421,43.39983681
2373,82.15696167,130.8326616,40.9257541
2374,68.6861615,115.8417188,35.02212681
2375,58.21089625,104.1843488,30.43130367
2376,51.77726008,97.02469455,27.61173914
2377,53.53825575,98.98441373,28.3835019
2378,54.21509317,99.73763036,28.68012838
2379,58.08177533,104.0406569,30.37471595
2380,67.41074408,114.4223741,34.46317048
2381,85.09964583,134.1074195,42.21539614
2382,97.50682025,147.9147095,47.65288557
2383,96.06277608,146.3077089,47.02002795
