Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
2114,348.15,159.12,113.88
2115,341.8,156.24,111.84
2116,340.6,155.6,111.48
2117,351.1,160.4,114.84
2118,385.25,176.08,126
2119,446.05,203.84,145.92
2120,480.9,219.76,157.32
2121,487.3,222.64,159.36
2122,488.35,223.2,159.84
2123,489.4,223.6,160.08
2124,485.65,221.92,158.88
2125,477.3,218.08,156.24
2126,472.2,215.76,154.56
2127,462.75,211.44,151.44
2128,454.1,207.52,148.56
2129,450.65,205.92,147.48
2130,450.35,205.76,147.36
2131,453.1,207.04,148.32
2132,478.2,218.48,156.48
2133,478.1,218.4,156.36
2134,456.35,208.56,149.28
2135,421.8,192.72,138
2136,384.05,175.44,125.64
2137,354.35,161.92,115.92
2138,338.1,154.48,110.64
2139,329.8,150.64,107.88
2140,327.3,149.52,107.04
2141,329.95,150.8,107.88
2142,342.3,156.4,112.08
2143,364.9,166.72,119.28
2144,396.45,181.12,129.72
2145,432.4,197.52,141.48
2146,454.25,207.52,148.56
2147,466.7,213.2,152.64
2148,468.85,214.24,153.36
2149,464.8,212.4,152.04
2150,454.15,207.52,148.56
2151,444.2,202.96,145.44
2152,437.95,200.16,143.28
2153,438.65,200.4,143.52
2154,444.3,203.04,145.44
2155,449.05,205.12,146.88
2156,468.2,214,153.24
2157,466.1,212.96,152.52
2158,447.5,204.48,146.4
2159,419.45,191.68,137.28
2160,387.05,176.88,126.6
2161,361.2,165.04,118.08
2162,345.15,157.68,112.92
2163,337.45,154.24,110.4
2164,334.45,152.8,109.44
2165,335.9,153.44,109.92
2166,345.3,157.84,112.92
2167,359.25,164.16,117.48
2168,379.8,173.52,124.2
2169,405.75,185.44,132.72
2170,422.5,193.12,138.24
2171,428.85,195.92,140.28
2172,429.95,196.4,140.64
2173,429.7,196.32,140.52
2174,427,195.12,139.68
2175,424.2,193.84,138.72
2176,426.7,194.96,139.56
2177,439.1,200.64,143.64
2178,457.65,209.12,149.76
2179,471.1,215.28,154.08
2180,486.8,222.4,159.36
2181,474.45,216.8,155.16
2182,443.6,202.72,145.2
2183,404.1,184.64,132.12
2184,367.75,168,120.36
2185,343.8,157.04,112.44
2186,330.7,151.12,108.24
2187,325.85,148.88,106.56
2188,326.6,149.2,106.8
2189,338.3,154.64,110.64
2190,376.15,171.84,123
2191,440.8,201.44,144.24
2192,479.45,219.12,156.96
2193,490.95,224.4,160.56
2194,495.8,226.56,162.24
2195,498.25,227.68,162.96
2196,494.6,226,161.76
2197,487.55,222.8,159.48
2198,482.35,220.4,157.8
2199,473.55,216.32,154.92
2200,466.6,213.2,152.64
2201,466.25,213.04,152.64
2202,472.9,216.08,154.68
2203,477.85,218.4,156.24
2204,504.25,230.4,165
2205,506.45,231.44,165.72
2206,476.05,217.52,155.76
2207,429.95,196.4,140.64
2208,386.8,176.72,126.6
2209,360.15,164.56,117.84
2210,346.6,158.32,113.4
2211,340.95,155.84,111.48
2212,341.6,156.08,111.72
2213,353.85,161.68,115.68
2214,391.5,178.88,128.04
2215,454.2,207.52,148.56
2216,488.4,223.2,159.84
2217,491.5,224.56,160.8
2218,490.75,224.24,160.56
2219,489.95,223.84,160.32
2220,485.7,221.92,158.88
2221,479.25,218.96,156.84
2222,473.95,216.56,155.04
2223,466.85,213.28,152.76
2224,462,211.12,151.2
2225,461.65,210.96,151.08
2226,466.15,212.96,152.52
2227,470.7,215.12,153.96
2228,496.85,227.04,162.6
2229,499.7,228.4,163.56
2230,466.65,213.2,152.64
2231,419.45,191.68,137.28
2232,376.35,171.92,123.12
2233,348,159.04,113.88
2234,333.95,152.64,109.2
2235,326.7,149.28,106.92
2236,325.65,148.8,106.56
2237,335.2,153.12,109.56
2238,370.55,169.36,121.2
2239,431.35,197.12,141.12
2240,465.7,212.8,152.4
2241,471.6,215.52,154.32
2242,473,216.16,154.8
2243,476.1,217.6,155.76
2244,476.15,217.6,155.76
2245,472,215.68,154.44
2246,470.9,215.2,154.08
2247,466.9,213.36,152.76
2248,461.9,211.12,151.08
2249,461.95,211.12,151.2
2250,466.25,213.04,152.64
2251,470.5,214.96,153.84
2252,493.15,225.36,161.4
2253,492.1,224.8,161.04
2254,460,210.16,150.48
2255,414.35,189.28,135.6
2256,371.2,169.6,121.44
2257,345.25,157.76,112.92
2258,331.5,151.44,108.36
2259,325.4,148.64,106.44
2260,325.45,148.64,106.44
2261,336.75,153.84,110.28
2262,372.4,170.16,121.8
2263,434.85,198.72,142.32
2264,470.7,215.12,153.96
2265,478,218.4,156.36
2266,481.7,220.08,157.56
2267,484.25,221.28,158.4
2268,482.65,220.56,157.92
2269,477.7,218.32,156.24
2270,474.45,216.8,155.16
2271,466.15,213.04,152.52
2272,459.45,210,150.24
2273,458,209.28,149.88
2274,461.1,210.72,150.84
2275,464.05,212,151.8
2276,486.25,222.16,159.12
2277,491.35,224.48,160.8
2278,465.8,212.8,152.4
2279,423.4,193.52,138.6
2280,382.6,174.8,125.16
2281,355.3,162.32,116.28
2282,341.05,155.84,111.48
2283,334.5,152.88,109.44
2284,334.15,152.64,109.32
2285,343,156.72,112.2
2286,371.85,169.92,121.68
2287,416.4,190.32,136.32
2288,450.6,205.92,147.48
2289,466.15,213.04,152.52
2290,473.7,216.4,155.04
2291,475.65,217.36,155.64
2292,471.15,215.28,154.2
2293,463.7,211.92,151.68
2294,457,208.8,149.52
2295,447.3,204.4,146.4
2296,439.2,200.72,143.64
2297,437.9,200.08,143.28
2298,440.7,201.36,144.24
2299,442.4,202.16,144.72
2300,462.05,211.12,151.2
2301,467.15,213.44,152.76
2302,445.9,203.76,145.92
2303,412.45,188.48,135
2304,377.4,172.4,123.48
2305,351.2,160.48,114.96
2306,336,153.52,109.92
2307,328.3,150,107.4
2308,325.75,148.8,106.56
2309,329.8,150.72,107.88
2310,343.25,156.8,112.32
2311,362.6,165.68,118.68
2312,392.55,179.44,128.4
2313,422.2,192.88,138.12
2314,437.7,200,143.16
2315,441.2,201.6,144.36
2316,438.45,200.32,143.52
2317,431.7,197.28,141.24
2318,423.05,193.28,138.36
2319,415.1,189.68,135.72
2320,413.6,189.04,135.36
2321,421.25,192.48,137.88
2322,432.4,197.52,141.48
2323,440.85,201.44,144.24
2324,458.5,209.52,150
2325,458.05,209.28,149.88
2326,437,199.68,142.92
2327,405.35,185.2,132.72
2328,370.7,169.36,121.2
2329,342.25,156.4,111.96
2330,325.75,148.88,106.56
2331,315.95,144.32,103.32
2332,312.35,142.72,102.24
2333,313.95,143.44,102.72
2334,322.9,147.52,105.6
2335,338.3,154.64,110.64
2336,366.65,167.52,119.88
2337,398.9,182.32,130.56
2338,419,191.52,137.04
2339,426,194.64,139.32
2340,430.05,196.48,140.64
2341,426.35,194.8,139.44
2342,411.05,187.84,134.4
2343,395.6,180.72,129.48
2344,387,176.8,126.6
2345,385.05,175.92,126
2346,389.45,177.92,127.44
2347,400.05,182.8,130.8
2348,430.7,196.8,140.88
2349,446,203.84,145.92
2350,421.95,192.72,138.12
2351,385.35,176.08,126
2352,351.55,160.64,115.08
2353,328.95,150.32,107.64
2354,317.95,145.28,104.04
2355,313.85,143.44,102.72
2356,314.1,143.52,102.72
2357,325.55,148.72,106.56
2358,361.9,165.36,118.44
2359,421.3,192.48,137.88
2360,461.25,210.8,150.84
2361,475.4,217.2,155.64
2362,481.4,219.92,157.44
2363,486.75,222.4,159.36
2364,486.8,222.4,159.36
2365,482.85,220.64,158.04
2366,479.25,218.96,156.84
2367,471.45,215.44,154.32
2368,466.1,212.96,152.52
2369,466.15,213.04,152.52
2370,471.6,215.52,154.32
2371,476.3,217.6,155.76
2372,496.4,226.8,162.36
2373,497.2,227.2,162.72
2374,462.75,211.44,151.44
2375,415.6,189.92,135.96
2376,371.75,169.92,121.68
2377,345.45,157.84,113.04
2378,332.15,151.84,108.72
2379,326.15,149.04,106.68
2380,325.65,148.8,106.56
2381,336.85,153.92,110.28
2382,371.85,169.92,121.68
2383,429.6,196.32,140.52
2384,465.8,212.8,152.4
2385,473,216.16,154.8
2386,476.05,217.52,155.76
2387,479.15,218.96,156.84
2388,478.05,218.4,156.36
2389,475.15,217.12,155.52
2390,474,216.56,155.04
2391,467.6,213.6,153
2392,462.1,211.12,151.2
2393,462.85,211.52,151.44
2394,466.55,213.2,152.64
2395,469.75,214.64,153.72
2396,490.55,224.16,160.56
2397,492.4,225.04,161.16
2398,458.75,209.6,150.12
2399,411.5,188,134.64
2400,368.85,168.56,120.6
2401,342.5,156.56,112.08
2402,328.95,150.24,107.64
2403,322.9,147.52,105.6
2404,322.9,147.52,105.6
2405,333.65,152.48,109.08
2406,368.65,168.4,120.6
2407,427.05,195.12,139.8
2408,466.15,213.04,152.52
2409,475.95,217.52,155.76
2410,477.65,218.24,156.24
2411,479.9,219.28,156.96
2412,478.6,218.72,156.6
2413,473.85,216.48,155.04
2414,471.65,215.52,154.32
2415,466.1,212.96,152.52
2416,461.25,210.8,150.84
2417,462.4,211.28,151.32
2418,467.35,213.6,152.88
2419,472.1,215.68,154.56
2420,493.2,225.36,161.4
2421,493.15,225.36,161.4
2422,460.4,210.32,150.72
2423,414.35,189.36,135.6
2424,372.3,170.08,121.8
2425,344.9,157.6,112.8
2426,330.5,151.04,108.12
2427,323.95,148,105.96
2428,323.75,147.92,105.96
2429,333.8,152.56,109.2
2430,369.2,168.72,120.72
2431,426.75,195.04,139.56
2432,463.9,211.92,151.8
2433,473.3,216.32,154.92
2434,476.1,217.6,155.76
2435,477.75,218.32,156.24
2436,478.15,218.48,156.36
2437,476.3,217.6,155.76
2438,475.75,217.36,155.76
2439,470.05,214.72,153.84
2440,465.65,212.72,152.4
2441,467.05,213.44,152.76
2442,472.55,215.92,154.56
2443,474,216.56,155.04
2444,491.15,224.4,160.68
2445,493.65,225.6,161.52
2446,463.65,211.84,151.68
2447,419.05,191.52,137.04
2448,376.4,171.92,123.12
2449,349.55,159.76,114.36
2450,336.2,153.6,110.04
2451,329.8,150.64,107.88
2452,329.8,150.72,107.88
2453,340.05,155.44,111.24
2454,374.05,170.88,122.4
2455,429.35,196.16,140.52
2456,465.3,212.64,152.16
2457,472.35,215.84,154.56
2458,474.85,216.96,155.4
2459,477.05,218,156.12
2460,474,216.56,155.04
2461,468.6,214.08,153.24
2462,465.45,212.72,152.28
2463,458.3,209.44,150
2464,450.05,205.68,147.24
2465,446.5,204,146.04
2466,443.95,202.88,145.32
2467,440.25,201.12,144.12
2468,455.2,208,149.04
2469,464,212,151.8
2470,439.85,201.04,143.88
2471,403.85,184.56,132.12
2472,365,166.8,119.4
2473,337.75,154.32,110.52
2474,321.85,147.04,105.36
2475,312.8,142.96,102.36
2476,310.9,142.08,101.76
2477,314.4,143.68,102.84
2478,327.9,149.84,107.28
2479,345.2,157.76,112.92
2480,376.35,171.92,123.12
2481,403.95,184.56,132.12
2482,420.9,192.32,137.64
2483,427.55,195.36,139.92
2484,425.8,194.56,139.32
2485,419.55,191.68,137.28
2486,411.8,188.16,134.76
2487,405,185.12,132.6
2488,402.65,184,131.76
2489,404.3,184.72,132.24
2490,409.35,187.04,133.92
2491,411.8,188.16,134.76
2492,427.65,195.44,139.92
2493,435.05,198.72,142.32
2494,413.6,189.04,135.36
2495,381.7,174.4,124.8
2496,349.55,159.76,114.36
2497,324,148,105.96
2498,307.9,140.64,100.68
2499,298.45,136.4,97.56
2500,294.8,134.64,96.36
2501,295.45,135.04,96.6
2502,302.35,138.16,98.88
2503,312.1,142.64,102.12
2504,335.45,153.28,109.68
2505,367.5,167.92,120.24
2506,392,179.12,128.28
2507,404.9,185.04,132.48
2508,412.15,188.32,134.88
2509,413.7,189.04,135.36
2510,410.65,187.6,134.4
2511,408.1,186.48,133.56
2512,408.95,186.88,133.8
2513,415.55,189.92,135.96
2514,425.25,194.32,139.2
2515,429.05,196,140.4
2516,444.65,203.12,145.44
2517,451.55,206.4,147.84
2518,425.85,194.56,139.32
2519,389.9,178.16,127.56
2520,355.55,162.48,116.28
2521,330.4,151.04,108.12
2522,315.95,144.32,103.32
2523,308.55,141.04,100.92
2524,307,140.24,100.44
2525,315.2,144,103.08
2526,343.2,156.8,112.32
2527,383.45,175.2,125.4
2528,427.6,195.36,139.92
2529,460.4,210.32,150.6
2530,483.9,221.12,158.28
2531,502.7,229.68,164.52
2532,515.3,235.44,168.6
2533,523.15,239.04,171.24
2534,528.55,241.52,172.92
2535,530.05,242.24,173.4
2536,529.75,242,173.28
2537,528.9,241.68,173.04
2538,524.65,239.68,171.6
2539,514.85,235.2,168.36
2540,518.1,236.8,169.56
2541,523.75,239.28,171.36
2542,487.1,222.56,159.36
2543,436.8,199.6,142.92
2544,389.85,178.16,127.56
2545,357.3,163.28,116.88
2546,338.55,154.64,110.76
2547,327.1,149.44,107.04
2548,322.3,147.28,105.36
2549,329.35,150.48,107.76
2550,356.7,163.04,116.76
2551,399.4,182.48,130.68
2552,446.7,204.16,146.16
2553,474.45,216.8,155.16
2554,491.25,224.48,160.68
2555,503.65,230.16,164.76
2556,509.9,233.04,166.8
2557,512.55,234.24,167.76
2558,517.75,236.56,169.44
2559,518.3,236.8,169.68
2560,517.2,236.4,169.2
2561,516,235.76,168.84
2562,511.45,233.68,167.28
2563,498.55,227.84,163.08
2564,500.3,228.64,163.68
2565,504.95,230.72,165.24
2566,468.35,214,153.24
2567,418.75,191.36,136.92
2568,374.5,171.12,122.52
2569,342.6,156.56,112.08
2570,324.35,148.24,106.08
2571,314.45,143.68,102.96
2572,310.4,141.84,101.52
2573,317.25,144.96,103.8
2574,344.1,157.28,112.56
2575,384.15,175.52,125.64
2576,425.5,194.4,139.2
2577,446.15,203.92,145.92
2578,457.6,209.12,149.64
2579,466.45,213.2,152.64
2580,470.55,215.04,153.96
2581,469.25,214.4,153.48
2582,469.45,214.48,153.6
2583,465,212.48,152.16
2584,458.15,209.36,149.88
2585,456.8,208.8,149.52
2586,458.8,209.6,150.12
2587,459,209.76,150.24
2588,471.4,215.44,154.2
2589,474.5,216.8,155.28
2590,444,202.88,145.32
2591,401.25,183.36,131.28
2592,360.5,164.72,117.96
2593,333.55,152.4,109.08
2594,318.6,145.52,104.16
2595,310.2,141.76,101.52
2596,308.65,141.04,101.04
2597,317.6,145.12,103.92
2598,345.9,158.08,113.16
2599,390.2,178.32,127.68
2600,431,196.96,141
2601,449.85,205.52,147.12
2602,461.55,210.88,150.96
2603,470.65,215.12,153.96
2604,474.75,216.88,155.28
2605,473.9,216.56,155.04
2606,474.05,216.64,155.04
2607,470.65,215.12,153.96
2608,466.7,213.28,152.64
2609,466,212.96,152.52
2610,464.3,212.16,151.92
2611,458.75,209.6,150.12
2612,467.5,213.6,153
2613,478.45,218.64,156.48
2614,449.15,205.2,147
2615,405.4,185.2,132.72
2616,363.35,166,118.8
2617,335.9,153.44,109.92
2618,320.9,146.64,105
2619,313.3,143.12,102.48
2620,310.1,141.68,101.4
2621,317.85,145.28,104.04
2622,343.25,156.88,112.32
2623,383.55,175.28,125.4
2624,423.8,193.6,138.72
2625,447.7,204.56,146.52
2626,464.6,212.32,152.04
2627,477.1,218,156.12
2628,483,220.72,158.04
2629,482.7,220.56,157.92
2630,483.2,220.8,158.16
2631,479.05,218.88,156.72
2632,473.25,216.24,154.8
2633,469.1,214.4,153.48
2634,462.55,211.36,151.32
2635,451.25,206.24,147.72
2636,456.2,208.48,149.28
2637,463.5,211.84,151.68
2638,437.2,199.76,143.04
2639,400.15,182.8,130.92
2640,361.85,165.36,118.32
2641,333.6,152.4,109.08
2642,317.05,144.88,103.68
2643,307.5,140.56,100.56
2644,303.25,138.56,99.24
2645,305.6,139.68,99.96
2646,315.85,144.32,103.32
2647,331.1,151.28,108.36
2648,360.9,164.88,118.08
2649,394.15,180.08,129
2650,418,191.04,136.8
2651,430.75,196.8,141
2652,435.05,198.72,142.32
2653,434.85,198.72,142.32
2654,432,197.36,141.36
2655,429.15,196.08,140.4
2656,428.5,195.84,140.16
2657,431.5,197.12,141.12
2658,435.85,199.2,142.56
2659,434,198.32,141.96
2660,441.9,202,144.6
2661,450.65,205.92,147.48
2662,428.05,195.6,140.04
2663,395.3,180.64,129.36
2664,361.7,165.28,118.32
2665,334.1,152.64,109.32
2666,317.4,145.04,103.8
2667,306.65,140.16,100.32
2668,301.1,137.6,98.52
2669,300.85,137.44,98.4
2670,306.25,139.92,100.2
2671,313.75,143.36,102.6
2672,336.3,153.68,110.04
2673,367.45,167.92,120.24
2674,394.45,180.24,129
2675,411.15,187.92,134.4
2676,422.3,192.96,138.12
2677,428,195.52,140.04
2678,428.25,195.68,140.04
2679,426.5,194.88,139.56
2680,428.45,195.76,140.16
2681,437.5,199.92,143.16
2682,447.85,204.64,146.52
2683,455.85,208.32,149.16
2684,462.15,211.12,151.2
2685,455,207.92,148.92
2686,424.45,193.92,138.84
2687,387.8,177.2,126.84
2688,353.6,161.52,115.68
2689,331.3,151.44,108.36
2690,319.6,146,104.52
2691,314.3,143.6,102.84
2692,313.2,143.12,102.36
2693,322.25,147.2,105.36
2694,356.35,162.8,116.52
2695,415.25,189.76,135.84
2696,459.85,210.08,150.48
2697,478.4,218.64,156.48
2698,487.75,222.88,159.6
2699,494.55,226,161.76
2700,497.35,227.28,162.72
2701,494.2,225.84,161.76
2702,492,224.8,161.04
2703,485.25,221.68,158.76
2704,479.85,219.2,156.96
2705,481.9,220.24,157.68
2706,487.6,222.8,159.48
2707,486.6,222.4,159.24
2708,491.9,224.8,160.92
2709,490.55,224.16,160.56
2710,455.95,208.32,149.16
2711,409.15,186.96,133.92
2712,366.45,167.44,119.88
2713,339,154.88,110.88
2714,325.95,148.96,106.56
2715,318.85,145.68,104.28
2716,317.5,145.04,103.92
2717,327.1,149.44,107.04
2718,359.05,164.08,117.48
2719,412.15,188.32,134.88
2720,452.25,206.64,147.96
2721,465.15,212.56,152.16
2722,472.5,215.92,154.56
2723,477.7,218.32,156.24
2724,477.3,218.08,156.24
2725,473.65,216.4,155.04
2726,471.95,215.6,154.44
2727,466.75,213.28,152.64
2728,461.75,211.04,151.08
2729,462.5,211.36,151.32
2730,465.4,212.64,152.28
2731,466.25,213.04,152.64
2732,479.45,219.12,156.96
2733,491.7,224.72,160.92
2734,461.15,210.72,150.84
2735,413.3,188.8,135.24
2736,370.15,169.12,121.2
2737,342.3,156.4,112.08
2738,328.15,149.92,107.28
2739,321.7,147.04,105.24
2740,319.8,146.16,104.64
2741,330.35,150.96,108.12
2742,362.9,165.84,118.68
2743,416.05,190.08,136.2
2744,452.75,206.88,148.2
2745,462.4,211.28,151.32
2746,468.25,214,153.24
2747,472.25,215.76,154.56
2748,473.8,216.48,155.04
2749,471.55,215.44,154.32
2750,470.55,215.04,153.96
2751,464.2,212.08,151.92
2752,460,210.16,150.48
2753,460.85,210.56,150.84
2754,463.75,211.92,151.8
2755,465.7,212.72,152.4
2756,476.45,217.68,155.88
2757,485.2,221.68,158.64
2758,456.75,208.72,149.52
2759,412,188.32,134.76
2760,370.2,169.12,121.2
2761,342.05,156.24,111.96
2762,327.3,149.52,107.16
2763,321.35,146.8,105.12
2764,321.35,146.8,105.12
2765,331.6,151.52,108.48
2766,365.3,166.96,119.52
2767,418.7,191.36,136.92
2768,455.7,208.24,149.04
2769,465.65,212.72,152.4
2770,469.8,214.72,153.72
2771,473.5,216.32,154.92
2772,475.55,217.28,155.64
2773,473.75,216.48,155.04
2774,474.05,216.64,155.04
2775,469,214.32,153.48
2776,465.05,212.48,152.16
2777,469.4,214.48,153.6
2778,479.3,219.04,156.84
2779,482.35,220.4,157.8
2780,489.3,223.6,160.08
2781,489.2,223.52,160.08
2782,457.3,208.96,149.64
2783,411.1,187.84,134.4
2784,368.7,168.48,120.6
2785,340.4,155.52,111.36
2786,325,148.48,106.32
2787,316.85,144.8,103.56
2788,314.95,143.84,102.96
2789,322.8,147.44,105.6
2790,353.2,161.44,115.56
2791,405.95,185.52,132.72
2792,447.2,204.4,146.28
2793,462.85,211.52,151.44
2794,470.35,214.96,153.84
2795,475.1,217.12,155.52
2796,474.15,216.64,155.04
2797,469.25,214.4,153.48
2798,466.25,213.04,152.64
2799,458.85,209.68,150.12
2800,451.5,206.32,147.72
2801,449.6,205.44,147.12
2802,448.65,205.04,146.76
2803,447.2,204.4,146.28
2804,459.55,210,150.36
2805,474.45,216.8,155.16
2806,453.9,207.44,148.44
2807,417.7,190.88,136.68
2808,379.7,173.52,124.2
2809,351.35,160.56,114.96
2810,335.35,153.2,109.68
2811,327.9,149.84,107.28
2812,325.15,148.56,106.32
2813,329.5,150.64,107.88
2814,341.15,155.84,111.6
2815,357.8,163.52,117
2816,390.7,178.56,127.8
2817,418,191.04,136.8
2818,432.35,197.52,141.48
2819,434.75,198.64,142.32
2820,431.35,197.12,141.12
2821,423.8,193.6,138.72
2822,414.9,189.52,135.72
2823,406.9,185.92,133.2
2824,402.1,183.76,131.52
2825,404.35,184.72,132.24
2826,410.15,187.44,134.16
2827,413.9,189.12,135.48
2828,424.85,194.16,138.96
2829,441.2,201.6,144.36
2830,423.65,193.52,138.6
2831,393.1,179.6,128.64
2832,360.8,164.88,118.08
2833,333.9,152.64,109.2
2834,318.95,145.76,104.28
2835,311.55,142.32,101.88
2836,309.15,141.28,101.16
2837,311.3,142.24,101.76
2838,317.9,145.28,104.04
2839,328.3,150,107.4
2840,352.85,161.2,115.44
2841,380.55,173.92,124.44
2842,400.45,182.96,131.04
2843,408.8,186.8,133.8
2844,412.4,188.4,135
2845,410.5,187.52,134.28
2846,405.05,185.12,132.6
2847,399.15,182.4,130.56
2848,398.2,181.92,130.2
2849,404.15,184.72,132.24
2850,415.45,189.84,135.96
2851,422.55,193.12,138.24
2852,436.05,199.28,142.68
2853,455.8,208.32,149.04
2854,429.5,196.24,140.52
2855,389.3,177.92,127.32
2856,352.6,161.12,115.32
2857,329.15,150.4,107.76
2858,317.3,145.04,103.8
2859,312.95,143.04,102.36
2860,314.55,143.76,102.96
2861,326.8,149.36,106.92
2862,361.5,165.2,118.2
2863,419.65,191.76,137.28
2864,458.65,209.6,150.12
2865,466.35,213.12,152.64
2866,470.65,215.12,153.96
2867,473.95,216.56,155.04
2868,473.6,216.4,155.04
2869,470.25,214.88,153.84
2870,469.3,214.4,153.6
2871,464.25,212.08,151.92
2872,459.4,210,150.24
2873,459.05,209.76,150.24
2874,462.2,211.2,151.2
2875,465.95,212.88,152.52
2876,478.9,218.8,156.72
2877,488.45,223.2,159.84
2878,453.85,207.36,148.44
2879,405.9,185.52,132.72
2880,362.9,165.84,118.68
2881,335.45,153.28,109.68
2882,322.55,147.44,105.48
2883,315.65,144.24,103.2
2884,314,143.44,102.72
2885,322,147.12,105.36
2886,355.15,162.24,116.16
2887,413,188.72,135.12
2888,459,209.76,150.24
2889,477.2,218,156.12
2890,488.65,223.28,159.84
2891,495.35,226.4,162.12
2892,502.05,229.44,164.28
2893,500.95,228.88,163.92
2894,496.95,227.12,162.6
2895,491.4,224.56,160.8
2896,487.2,222.64,159.36
2897,490.45,224.08,160.56
2898,497.4,227.28,162.72
2899,497.4,227.28,162.72
2900,500.55,228.72,163.8
2901,500.2,228.56,163.68
2902,466.65,213.2,152.64
2903,417.15,190.64,136.44
2904,373.6,170.72,122.28
2905,345.05,157.68,112.92
2906,329.8,150.72,107.88
2907,322.15,147.2,105.36
2908,320.35,146.4,104.76
2909,328.95,150.24,107.64
2910,361.05,165.04,118.08
2911,418.5,191.2,136.92
2912,461.6,210.88,150.96
2913,474.2,216.72,155.04
2914,481.5,220,157.44
2915,487.45,222.72,159.48
2916,487.7,222.8,159.6
2917,484.25,221.2,158.4
2918,482.6,220.48,157.92
2919,476.95,218,156.12
2920,472.15,215.76,154.56
2921,473.8,216.48,155.04
2922,479.5,219.12,156.96
2923,483.7,221.04,158.28
2924,492.4,224.96,161.16
2925,495.85,226.56,162.24
2926,464.3,212.16,151.92
2927,415.55,189.92,135.96
2928,371.95,169.92,121.68
2929,343.05,156.72,112.2
2930,328.25,149.92,107.4
2931,320.25,146.32,104.76
2932,318.3,145.44,104.16
2933,327.2,149.52,107.04
2934,359,164.08,117.48
2935,417.2,190.64,136.44
2936,461.5,210.88,150.96
2937,475.65,217.36,155.64
2938,483.1,220.8,158.16
2939,488.8,223.36,159.84
2940,490.45,224.08,160.56
2941,486.65,222.4,159.24
2942,485.55,221.84,158.88
2943,478.5,218.64,156.6
2944,473.7,216.4,155.04
2945,476.05,217.52,155.76
2946,481.3,219.92,157.44
2947,483.2,220.8,158.16
2948,490.75,224.24,160.56
2949,494.2,225.84,161.76
2950,463.1,211.6,151.44
2951,414.75,189.52,135.6
2952,370.7,169.36,121.2
2953,341.9,156.24,111.84
2954,325.95,148.96,106.56
2955,317.75,145.2,103.92
2956,315.55,144.24,103.2
2957,323.5,147.84,105.84
2958,353.95,161.76,115.8
2959,410.8,187.68,134.4
2960,454.95,207.92,148.92
2961,473.1,216.16,154.8
2962,482.1,220.32,157.68
2963,490.75,224.24,160.56
2964,491.9,224.8,160.92
2965,489.05,223.44,159.96
2966,487.35,222.72,159.36
2967,480.05,219.36,157.08
2968,473.6,216.4,155.04
2969,473.1,216.16,154.8
2970,471.75,215.52,154.44
2971,467.45,213.6,152.88
2972,468,213.84,153.12
2973,473.55,216.32,154.92
2974,449.9,205.52,147.12
2975,412,188.32,134.76
2976,372.25,170.08,121.68
2977,340.5,155.6,111.48
2978,323,147.52,105.6
2979,312.2,142.64,102.12
2980,307.3,140.4,100.56
2981,308.9,141.12,101.04
2982,318.85,145.68,104.28
2983,337.45,154.24,110.4
2984,370.1,169.12,121.08
2985,404.45,184.8,132.36
2986,426.7,194.96,139.56
2987,436.5,199.52,142.8
2988,438.45,200.32,143.52
2989,434.1,198.32,142.08
2990,426.95,195.12,139.68
2991,420,191.92,137.52
2992,415.25,189.76,135.84
2993,414.9,189.52,135.72
2994,417.45,190.72,136.56
2995,416.55,190.32,136.32
2996,421.3,192.48,137.88
2997,437.2,199.76,143.04
2998,421,192.32,137.76
2999,390.2,178.32,127.68
3000,357.25,163.2,116.88
3001,330.8,151.12,108.24
3002,314.25,143.6,102.84
3003,304.5,139.12,99.6
3004,299.75,136.96,98.04
3005,299.8,137.04,98.04
3006,304.05,138.96,99.48
3007,313.25,143.12,102.48
3008,338.65,154.72,110.76
3009,369.6,168.88,120.96
3010,393.05,179.6,128.52
3011,405.4,185.2,132.72
3012,410.3,187.52,134.28
3013,410.4,187.52,134.28
3014,406.3,185.68,132.96
3015,400.75,183.12,131.16
3016,399.6,182.64,130.8
3017,405.6,185.36,132.72
3018,416.35,190.24,136.32
3019,422.95,193.28,138.36
3020,432.1,197.44,141.36
3021,453.35,207.2,148.32
3022,428.3,195.68,140.16
3023,388,177.28,126.96
3024,350.1,159.92,114.48
3025,323.15,147.68,105.72
3026,309.65,141.44,101.28
3027,303.8,138.8,99.36
3028,302.85,138.4,99.12
3029,313.4,143.2,102.48
3030,342.85,156.64,112.08
3031,399.7,182.64,130.8
3032,443.55,202.72,145.2
3033,458.45,209.52,150
3034,468,213.84,153.12
3035,477.25,218.08,156.24
3036,481.4,219.92,157.44
3037,481.15,219.84,157.44
3038,482.25,220.4,157.8
3039,478.15,218.48,156.36
3040,472.65,216,154.56
3041,470.45,214.96,153.84
3042,468.5,214.08,153.24
3043,465.05,212.48,152.16
3044,472.55,215.92,154.56
3045,486.2,222.16,159.12
3046,454.75,207.76,148.8
3047,405.35,185.2,132.72
3048,360.55,164.72,117.96
3049,332.15,151.76,108.6
3050,317.25,144.96,103.8
3051,309.25,141.36,101.16
3052,307.05,140.32,100.44
3053,315.85,144.32,103.32
3054,345.7,157.92,113.16
3055,402.65,184,131.76
3056,449,205.12,146.88
3057,465.7,212.72,152.4
3058,475.4,217.2,155.52
